State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.25215004013840514
AK,2,Alaska,0.012243355468699924
AZ,4,Arizona,0.22498228945158427
AR,5,Arkansas,0.3239420987767062
CA,6,California,0.7830960004909708
CO,8,Colorado,0.45205970601400003
CT,9,Connecticut,0.06713542284749141
DE,10,Delaware,0.10069112701012384
DC,11,District of Columbia,0.33729039918668546
FL,12,Florida,0.048728649313169226
GA,13,Georgia,0.4143992605648479
HI,15,Hawaii,0.36305631611173206
ID,16,Idaho,0.8636111520865924
IL,17,Illinois,0.5022623427210671
IN,18,Indiana,0.34329507121337566
IA,19,Iowa,0.871302449968141
KS,20,Kansas,0.30135529048801546
KY,21,Kentucky,0.14650657991603855
LA,22,Louisiana,0.24320719410559466
ME,23,Maine,0.9643365438385069
MD,24,Maryland,0.5583021760787964
MA,25,Massachusetts,0.9204645596428948
MI,26,Michigan,0.19014823104550505
MN,27,Minnesota,0.5844667888941446
MS,28,Mississippi,0.6979948825198246
MO,29,Missouri,0.7507933290694099
MT,30,Montana,0.1252507838293635
NE,31,Nebraska,0.9365935481866463
NV,32,Nevada,0.19771604999738868
NH,33,New Hampshire,0.375718783210542
NJ,34,New Jersey,0.3420363356381111
NM,35,New Mexico,0.7448421553062703
NY,36,New York,0.1857533552252454
NC,37,North Carolina,0.6161490844220466
ND,38,North Dakota,0.31672078293987926
OH,39,Ohio,0.6074600378364774
OK,40,Oklahoma,0.5112066770725162
OR,41,Oregon,0.4396097094152174
PA,42,Pennsylvania,0.11893448549674246
RI,44,Rhode Island,0.46994332843585096
SC,45,South Carolina,0.0197928572875955
SD,46,South Dakota,0.009756527306205465
TN,47,Tennessee,0.8450085543547872
TX,48,Texas,0.3537841961820001
UT,49,Utah,0.46332864993519274
VT,50,Vermont,0.19815669818863513
VA,51,Virginia,0.8385790935832934
WA,53,Washington,0.2316914113417654
WV,54,West Virginia,0.5403944797487206
WI,55,Wisconsin,0.17774520806254368
WY,56,Wyoming,0.9899109264376837
PR,72,Puerto Rico,0.7371903449490849
