parent,child,Count,Growth_Rate,Type
,"Osnabrück, Landkreis",1784,0.7036382212357377,Overall
"Osnabrück, Landkreis",Technology,156,0.14907927636623242,Sector
"Osnabrück, Landkreis",Healthcare,72,0.3357546847678049,Sector
"Osnabrück, Landkreis",Finance,107,0.3038170850053211,Sector
"Osnabrück, Landkreis",Energy,216,0.5415982587315805,Sector
"Osnabrück, Landkreis",Consumer Goods,64,0.30473529292472346,Sector
"Osnabrück, Landkreis",Utilities,97,0.8853233590113873,Sector
"Osnabrück, Landkreis",Real Estate,192,0.2551340505008417,Sector
"Osnabrück, Landkreis",Telecommunications,103,0.9172826401213695,Sector
"Osnabrück, Landkreis",Materials,235,0.7051687348645046,Sector
"Osnabrück, Landkreis",Industrials,217,0.10925931780467246,Sector
"Osnabrück, Landkreis",Consumer Services,175,0.728038696067862,Sector
"Osnabrück, Landkreis",Transportation,150,0.8588813952778543,Sector
Technology,Software,58,0.5720041119632152,Industry
Technology,Hardware,90,0.3884757435332664,Industry
Technology,IT Services,8,0.1251328293763344,Industry
Healthcare,Pharmaceuticals,0,0.31563743952895706,Industry
Healthcare,Medical Devices,66,0.6066267810425118,Industry
Healthcare,Healthcare Services,6,0.6714885405522522,Industry
Finance,Banking,54,0.5426574916975001,Industry
Finance,Insurance,29,0.36138532520004496,Industry
Finance,Investment Services,24,0.5928598188792668,Industry
Energy,Oil & Gas,93,0.34540750440095613,Industry
Energy,Renewable Energy,97,0.40824920889549676,Industry
Energy,Energy Exploration,26,0.8349356934838852,Industry
Consumer Goods,Food & Beverage,21,0.023768430333360957,Industry
Consumer Goods,Household Products,31,0.07993449014904264,Industry
Consumer Goods,Apparel,12,0.07672416943227267,Industry
Utilities,Electric,35,0.744749253791784,Industry
Utilities,Water,2,0.9018606000152299,Industry
Utilities,Gas,60,0.9352990435026135,Industry
Real Estate,Residential,89,0.20912111042005133,Industry
Real Estate,Commercial,58,0.16277082225372053,Industry
Real Estate,Industrial,45,0.5091736103763226,Industry
Telecommunications,Mobile,3,0.6730275580361463,Industry
Telecommunications,Broadband,49,0.5115665778287811,Industry
Telecommunications,Satellite,51,0.3931447124913876,Industry
Materials,Chemicals,95,0.4741772733342249,Industry
Materials,Metals & Mining,70,0.6042252606475718,Industry
Materials,Construction Materials,70,0.38878244838726284,Industry
Industrials,Aerospace & Defense,54,0.5454635184696361,Industry
Industrials,Machinery,98,0.26263477703404314,Industry
Industrials,Industrial Services,65,0.1011294025952506,Industry
Consumer Services,Retail,33,0.16842136397724916,Industry
Consumer Services,Travel & Leisure,78,0.21301117883766985,Industry
Consumer Services,Media,64,0.3941558546159887,Industry
Transportation,Airlines,54,0.6470265793385014,Industry
Transportation,Railroads,34,0.4732919275644498,Industry
Transportation,Logistics,62,0.7609926738190291,Industry
