parent,child,Count,Growth_Rate,Type
,Saale-Holzland-Kreis,1763,0.42548723904457697,Overall
Saale-Holzland-Kreis,Technology,158,0.7675485852897823,Sector
Saale-Holzland-Kreis,Healthcare,180,0.5796576365327198,Sector
Saale-Holzland-Kreis,Finance,90,0.8026523598832421,Sector
Saale-Holzland-Kreis,Energy,151,0.4136943759617001,Sector
Saale-Holzland-Kreis,Consumer Goods,144,0.12037486623302773,Sector
Saale-Holzland-Kreis,Utilities,86,0.7699434563531399,Sector
Saale-Holzland-Kreis,Real Estate,77,0.04459237674270122,Sector
Saale-Holzland-Kreis,Telecommunications,173,0.6413101430580519,Sector
Saale-Holzland-Kreis,Materials,192,0.3672505190932267,Sector
Saale-Holzland-Kreis,Industrials,152,0.9827851365749535,Sector
Saale-Holzland-Kreis,Consumer Services,197,0.5053250021104311,Sector
Saale-Holzland-Kreis,Transportation,163,0.3842169545567984,Sector
Technology,Software,54,0.1411683724191699,Industry
Technology,Hardware,77,0.11194205524145695,Industry
Technology,IT Services,27,0.9319888857848173,Industry
Healthcare,Pharmaceuticals,44,0.19712344997398312,Industry
Healthcare,Medical Devices,62,0.5666418246450579,Industry
Healthcare,Healthcare Services,74,0.7485297819165524,Industry
Finance,Banking,54,0.4494700590633608,Industry
Finance,Insurance,32,0.21337353444093232,Industry
Finance,Investment Services,4,0.43065168863184855,Industry
Energy,Oil & Gas,69,0.905256330532518,Industry
Energy,Renewable Energy,52,0.9969553735401112,Industry
Energy,Energy Exploration,30,0.7615419115899006,Industry
Consumer Goods,Food & Beverage,72,0.6209378291622298,Industry
Consumer Goods,Household Products,50,0.13735702322238597,Industry
Consumer Goods,Apparel,22,0.873430014897395,Industry
Utilities,Electric,40,0.025822678320471693,Industry
Utilities,Water,23,0.25451242638053373,Industry
Utilities,Gas,23,0.1274491980935042,Industry
Real Estate,Residential,1,0.4006839583990377,Industry
Real Estate,Commercial,21,0.2688328620483026,Industry
Real Estate,Industrial,55,0.9620752910126282,Industry
Telecommunications,Mobile,92,0.8538697926650523,Industry
Telecommunications,Broadband,61,0.012609295383980257,Industry
Telecommunications,Satellite,20,0.6666692215390396,Industry
Materials,Chemicals,64,0.36483536936581507,Industry
Materials,Metals & Mining,47,0.2208587850830882,Industry
Materials,Construction Materials,81,0.00309691510636656,Industry
Industrials,Aerospace & Defense,7,0.7901922770509794,Industry
Industrials,Machinery,64,0.8124797833864651,Industry
Industrials,Industrial Services,81,0.46011760435917903,Industry
Consumer Services,Retail,97,0.8644403684098819,Industry
Consumer Services,Travel & Leisure,52,0.22905289097924497,Industry
Consumer Services,Media,48,0.7908088246952748,Industry
Transportation,Airlines,32,0.7676661813142764,Industry
Transportation,Railroads,65,0.15368878770913796,Industry
Transportation,Logistics,66,0.5586018385638231,Industry
