parent,child,Count,Growth_Rate,Type
,Pilski,747,0.5255294571321196,Overall
Pilski,HiTech,0,0.610816387619354,Sector
Pilski,Agriculture,84,0.649887238948412,Sector
Pilski,Transportation,82,0.49816144191841205,Sector
Pilski,Consumer_Products,1,0.7561976803781785,Sector
Pilski,Unassigned,64,0.0862638753073729,Sector
Pilski,Communication,48,0.30447439380352637,Sector
Pilski,Trade,65,0.3354772368186554,Sector
Pilski,Business_Services,22,0.8652205422844257,Sector
Pilski,Business_Products,90,0.8981533554614483,Sector
Pilski,Construction,18,0.6959514173926558,Sector
Pilski,Services,94,0.844765463255151,Sector
Pilski,Mining,15,0.21391072252300047,Sector
Pilski,Health_Care,8,0.14268909334931157,Sector
Pilski,EnergyExpL_Prod,88,0.7914048959527002,Sector
Pilski,Utilities,68,0.1895681119691901,Sector
