parent,child,Count,Growth_Rate,Type
,Cremona,1635,0.16952366522495466,Overall
Cremona,Technology,140,0.31491615600179457,Sector
Cremona,Healthcare,194,0.016555031859344815,Sector
Cremona,Finance,44,0.583567773306267,Sector
Cremona,Energy,157,0.8879033096524672,Sector
Cremona,Consumer Goods,150,0.2297362088696805,Sector
Cremona,Utilities,118,0.5094114111725354,Sector
Cremona,Real Estate,206,0.9555301417771799,Sector
Cremona,Telecommunications,171,0.06624710000603207,Sector
Cremona,Materials,164,0.468242665522027,Sector
Cremona,Industrials,36,0.28113136066419797,Sector
Cremona,Consumer Services,131,0.40535558748125555,Sector
Cremona,Transportation,124,0.2769814749974302,Sector
Technology,Software,85,0.5235831700534778,Industry
Technology,Hardware,37,0.557536540970855,Industry
Technology,IT Services,18,0.8678640789939831,Industry
Healthcare,Pharmaceuticals,70,0.43260712348634045,Industry
Healthcare,Medical Devices,99,0.8450920146403283,Industry
Healthcare,Healthcare Services,25,0.6705580223671744,Industry
Finance,Banking,10,0.8541608768748552,Industry
Finance,Insurance,6,0.45207969498234135,Industry
Finance,Investment Services,28,0.24161939427623025,Industry
Energy,Oil & Gas,32,0.0437327638791265,Industry
Energy,Renewable Energy,64,0.14447556604628675,Industry
Energy,Energy Exploration,61,0.7206325529767906,Industry
Consumer Goods,Food & Beverage,16,0.1621482482816038,Industry
Consumer Goods,Household Products,93,0.6150576175585286,Industry
Consumer Goods,Apparel,41,0.07357388191386505,Industry
Utilities,Electric,27,0.34001261718724785,Industry
Utilities,Water,1,0.30713342314822556,Industry
Utilities,Gas,90,0.14716715546793613,Industry
Real Estate,Residential,80,0.15201573136094793,Industry
Real Estate,Commercial,84,0.900502954791324,Industry
Real Estate,Industrial,42,0.3385609089185557,Industry
Telecommunications,Mobile,51,0.6758220565027618,Industry
Telecommunications,Broadband,27,0.5410133104035211,Industry
Telecommunications,Satellite,93,0.7273191868308735,Industry
Materials,Chemicals,61,0.22553200176054067,Industry
Materials,Metals & Mining,63,0.46835767985562926,Industry
Materials,Construction Materials,40,0.5398224460777752,Industry
Industrials,Aerospace & Defense,14,0.5566173836913877,Industry
Industrials,Machinery,6,0.5156935138473853,Industry
Industrials,Industrial Services,16,0.3595060915516597,Industry
Consumer Services,Retail,43,0.6286876388768172,Industry
Consumer Services,Travel & Leisure,32,0.8934861848605349,Industry
Consumer Services,Media,56,0.2857589331788847,Industry
Transportation,Airlines,38,0.034330312120605555,Industry
Transportation,Railroads,64,0.5215616688399928,Industry
Transportation,Logistics,22,0.36548297687245623,Industry
