parent,child,Count,Growth_Rate,Type
,Zwickau,1865,0.7384729136566218,Overall
Zwickau,Technology,181,0.19648209458963595,Sector
Zwickau,Healthcare,207,0.409182859134003,Sector
Zwickau,Finance,224,0.6849999560414959,Sector
Zwickau,Energy,176,0.12782457874477438,Sector
Zwickau,Consumer Goods,110,0.8313836354868229,Sector
Zwickau,Utilities,100,0.13018017359686296,Sector
Zwickau,Real Estate,249,0.2240797569797639,Sector
Zwickau,Telecommunications,63,0.45224026827928654,Sector
Zwickau,Materials,180,0.28325338283740353,Sector
Zwickau,Industrials,104,0.5773225766287616,Sector
Zwickau,Consumer Services,164,0.9281691492147695,Sector
Zwickau,Transportation,107,0.968637726016749,Sector
Technology,Software,87,0.8891564489803292,Industry
Technology,Hardware,17,0.7287297213381574,Industry
Technology,IT Services,77,0.05594885188964249,Industry
Healthcare,Pharmaceuticals,35,0.45779570102389533,Industry
Healthcare,Medical Devices,73,0.20527435577586695,Industry
Healthcare,Healthcare Services,99,0.05086456629400404,Industry
Finance,Banking,60,0.5738384974058862,Industry
Finance,Insurance,76,0.03590199477809042,Industry
Finance,Investment Services,88,0.9392815093171988,Industry
Energy,Oil & Gas,98,0.44607709083156455,Industry
Energy,Renewable Energy,24,0.5548382498003198,Industry
Energy,Energy Exploration,54,0.2364054708035478,Industry
Consumer Goods,Food & Beverage,18,0.5212546861166261,Industry
Consumer Goods,Household Products,15,0.18568853466116064,Industry
Consumer Goods,Apparel,77,0.5587900330593245,Industry
Utilities,Electric,16,0.5535635400313668,Industry
Utilities,Water,48,0.1762475980127992,Industry
Utilities,Gas,36,0.21181948872628764,Industry
Real Estate,Residential,85,0.09908051990230105,Industry
Real Estate,Commercial,74,0.9796875367817107,Industry
Real Estate,Industrial,90,0.788782008539934,Industry
Telecommunications,Mobile,22,0.6325146856782657,Industry
Telecommunications,Broadband,35,0.36496814071494876,Industry
Telecommunications,Satellite,6,0.577541052701071,Industry
Materials,Chemicals,42,0.6084037689333429,Industry
Materials,Metals & Mining,92,0.5757804446408731,Industry
Materials,Construction Materials,46,0.31691463650518303,Industry
Industrials,Aerospace & Defense,49,0.6121705580925103,Industry
Industrials,Machinery,14,0.6121149177593751,Industry
Industrials,Industrial Services,41,0.09979653600318228,Industry
Consumer Services,Retail,80,0.6620546893941818,Industry
Consumer Services,Travel & Leisure,69,0.47203176490794907,Industry
Consumer Services,Media,15,0.7505179205397167,Industry
Transportation,Airlines,31,0.1102623993435945,Industry
Transportation,Railroads,31,0.3436344234404507,Industry
Transportation,Logistics,45,0.005760011644150853,Industry
