parent,child,Count,Growth_Rate,Type
,Schmalkalden-Meiningen,1720,0.4480869003847834,Overall
Schmalkalden-Meiningen,Technology,95,0.49453080730449916,Sector
Schmalkalden-Meiningen,Healthcare,102,0.5987942793773895,Sector
Schmalkalden-Meiningen,Finance,174,0.91678625399809,Sector
Schmalkalden-Meiningen,Energy,139,0.0037802530412409663,Sector
Schmalkalden-Meiningen,Consumer Goods,144,0.2927535892831763,Sector
Schmalkalden-Meiningen,Utilities,209,0.9409863969849283,Sector
Schmalkalden-Meiningen,Real Estate,133,0.7917311527686914,Sector
Schmalkalden-Meiningen,Telecommunications,177,0.3620400325427937,Sector
Schmalkalden-Meiningen,Materials,207,0.10229813326462589,Sector
Schmalkalden-Meiningen,Industrials,75,0.2526705778648701,Sector
Schmalkalden-Meiningen,Consumer Services,115,0.18764155498726354,Sector
Schmalkalden-Meiningen,Transportation,150,0.03547225079907834,Sector
Technology,Software,6,0.20159434316470248,Industry
Technology,Hardware,85,0.8969107665169009,Industry
Technology,IT Services,4,0.07485621455621794,Industry
Healthcare,Pharmaceuticals,17,0.10699143007384582,Industry
Healthcare,Medical Devices,14,0.7198518758768784,Industry
Healthcare,Healthcare Services,71,0.8466434077991608,Industry
Finance,Banking,96,0.5410719023370856,Industry
Finance,Insurance,73,0.514946892513046,Industry
Finance,Investment Services,5,0.2732216527909256,Industry
Energy,Oil & Gas,32,0.6580842821382736,Industry
Energy,Renewable Energy,80,0.5452778456422931,Industry
Energy,Energy Exploration,27,0.5064214678082145,Industry
Consumer Goods,Food & Beverage,62,0.7073949431031277,Industry
Consumer Goods,Household Products,27,0.782647930272449,Industry
Consumer Goods,Apparel,55,0.6532794236081565,Industry
Utilities,Electric,72,0.5332005864983038,Industry
Utilities,Water,54,0.3546852059186223,Industry
Utilities,Gas,83,0.9423809467700283,Industry
Real Estate,Residential,24,0.29676573610722856,Industry
Real Estate,Commercial,11,0.5261768566311645,Industry
Real Estate,Industrial,98,0.575358156735198,Industry
Telecommunications,Mobile,52,0.255789916401709,Industry
Telecommunications,Broadband,91,0.41651705322021737,Industry
Telecommunications,Satellite,34,0.8908408963123904,Industry
Materials,Chemicals,52,0.10800942855150941,Industry
Materials,Metals & Mining,60,0.7431331728714955,Industry
Materials,Construction Materials,95,0.11001062210909518,Industry
Industrials,Aerospace & Defense,18,0.023304761659164397,Industry
Industrials,Machinery,4,0.3751928992325554,Industry
Industrials,Industrial Services,53,0.7072189630043516,Industry
Consumer Services,Retail,10,0.668036944865479,Industry
Consumer Services,Travel & Leisure,99,0.02693832143801511,Industry
Consumer Services,Media,6,0.9246904983797231,Industry
Transportation,Airlines,98,0.5347075073767882,Industry
Transportation,Railroads,34,0.7371491276214107,Industry
Transportation,Logistics,18,0.17446203794384085,Industry
