parent,child,Count,Growth_Rate,Type
,Rhein-Hunsrück-Kreis,1823,0.07370626518266454,Overall
Rhein-Hunsrück-Kreis,Technology,65,0.5425832262323218,Sector
Rhein-Hunsrück-Kreis,Healthcare,136,0.11491473719890966,Sector
Rhein-Hunsrück-Kreis,Finance,134,0.6704682107717819,Sector
Rhein-Hunsrück-Kreis,Energy,210,0.06993660030221449,Sector
Rhein-Hunsrück-Kreis,Consumer Goods,207,0.594859262990673,Sector
Rhein-Hunsrück-Kreis,Utilities,127,0.0718729446430647,Sector
Rhein-Hunsrück-Kreis,Real Estate,88,0.7842317281089718,Sector
Rhein-Hunsrück-Kreis,Telecommunications,251,0.046551176928683824,Sector
Rhein-Hunsrück-Kreis,Materials,141,0.6688169419737533,Sector
Rhein-Hunsrück-Kreis,Industrials,190,0.743103143898272,Sector
Rhein-Hunsrück-Kreis,Consumer Services,181,0.2623949198923109,Sector
Rhein-Hunsrück-Kreis,Transportation,93,0.7705122867462518,Sector
Technology,Software,10,0.5717906915411336,Industry
Technology,Hardware,10,0.9851717107793461,Industry
Technology,IT Services,45,0.9687143447657882,Industry
Healthcare,Pharmaceuticals,78,0.7642293908970402,Industry
Healthcare,Medical Devices,24,0.674745988756565,Industry
Healthcare,Healthcare Services,34,0.6317707058225183,Industry
Finance,Banking,49,0.01792297340613469,Industry
Finance,Insurance,34,0.657031744437586,Industry
Finance,Investment Services,51,0.8537753255910393,Industry
Energy,Oil & Gas,57,0.944023709323067,Industry
Energy,Renewable Energy,61,0.4118123170674599,Industry
Energy,Energy Exploration,92,0.3449599857272999,Industry
Consumer Goods,Food & Beverage,19,0.9834636392273043,Industry
Consumer Goods,Household Products,93,0.07277800052599603,Industry
Consumer Goods,Apparel,95,0.9886135059129506,Industry
Utilities,Electric,94,0.1537350302433489,Industry
Utilities,Water,8,0.9484639804697054,Industry
Utilities,Gas,25,0.5599779703608125,Industry
Real Estate,Residential,56,0.11187995481204527,Industry
Real Estate,Commercial,6,0.8082206191732728,Industry
Real Estate,Industrial,26,0.7230053283311422,Industry
Telecommunications,Mobile,86,0.41334034430923006,Industry
Telecommunications,Broadband,75,0.6299626179925942,Industry
Telecommunications,Satellite,90,0.5046128431180512,Industry
Materials,Chemicals,73,0.042965981360721495,Industry
Materials,Metals & Mining,41,0.5653852315086177,Industry
Materials,Construction Materials,27,0.024673221952101754,Industry
Industrials,Aerospace & Defense,74,0.4735935583617762,Industry
Industrials,Machinery,30,0.8326643683597065,Industry
Industrials,Industrial Services,86,0.08238191518330984,Industry
Consumer Services,Retail,89,0.9434836467372486,Industry
Consumer Services,Travel & Leisure,74,0.3055806617431075,Industry
Consumer Services,Media,18,0.7975508467569115,Industry
Transportation,Airlines,81,0.15130066879609794,Industry
Transportation,Railroads,1,0.5246727738051586,Industry
Transportation,Logistics,11,0.06327376045454858,Industry
