parent,child,Count,Growth_Rate,Type
,Rhein-Kreis Neuss,865,0.5500660458758084,Overall
Rhein-Kreis Neuss,HiTech,33,0.8917516603563189,Sector
Rhein-Kreis Neuss,Agriculture,55,0.4440998092399898,Sector
Rhein-Kreis Neuss,Transportation,90,0.5790339947105317,Sector
Rhein-Kreis Neuss,Consumer_Products,42,0.35741010039236754,Sector
Rhein-Kreis Neuss,Unassigned,93,0.7666608671552672,Sector
Rhein-Kreis Neuss,Communication,30,0.9865876569840553,Sector
Rhein-Kreis Neuss,Trade,63,0.9790692126628141,Sector
Rhein-Kreis Neuss,Business_Services,23,0.6747344039759253,Sector
Rhein-Kreis Neuss,Business_Products,46,0.6327044320932663,Sector
Rhein-Kreis Neuss,Construction,79,0.14416571593563288,Sector
Rhein-Kreis Neuss,Services,66,0.43303348518986573,Sector
Rhein-Kreis Neuss,Mining,4,0.719560333958252,Sector
Rhein-Kreis Neuss,Health_Care,50,0.29984884071565643,Sector
Rhein-Kreis Neuss,EnergyExpL_Prod,92,0.3264703916484688,Sector
Rhein-Kreis Neuss,Utilities,99,0.01585978311871372,Sector
