parent,child,Count,Growth_Rate,Type
,Põhja-Eesti,1612,0.7535771545303916,Overall
Põhja-Eesti,Technology,156,0.7089706693857946,Sector
Põhja-Eesti,Healthcare,101,0.6701332458183814,Sector
Põhja-Eesti,Finance,214,0.5331022432154895,Sector
Põhja-Eesti,Energy,133,0.4415578437703419,Sector
Põhja-Eesti,Consumer Goods,177,0.6823823991198595,Sector
Põhja-Eesti,Utilities,172,0.9609521567299937,Sector
Põhja-Eesti,Real Estate,137,0.08549479679266292,Sector
Põhja-Eesti,Telecommunications,181,0.05114145148774529,Sector
Põhja-Eesti,Materials,98,0.4981034707648505,Sector
Põhja-Eesti,Industrials,146,0.6868161675673631,Sector
Põhja-Eesti,Consumer Services,30,0.9272100496978134,Sector
Põhja-Eesti,Transportation,67,0.5202095520656259,Sector
Technology,Software,93,0.31817054223089836,Industry
Technology,Hardware,48,0.1493496303753541,Industry
Technology,IT Services,15,0.3744706534477097,Industry
Healthcare,Pharmaceuticals,7,0.0031297910041157007,Industry
Healthcare,Medical Devices,7,0.6821037866583862,Industry
Healthcare,Healthcare Services,87,0.780403284286289,Industry
Finance,Banking,61,0.21424545614523882,Industry
Finance,Insurance,91,0.8141795619644976,Industry
Finance,Investment Services,62,0.3512897033330151,Industry
Energy,Oil & Gas,25,0.008106053642758071,Industry
Energy,Renewable Energy,76,0.9237186608139931,Industry
Energy,Energy Exploration,32,0.1517489502202397,Industry
Consumer Goods,Food & Beverage,5,0.9573867323904013,Industry
Consumer Goods,Household Products,97,0.8772445112628443,Industry
Consumer Goods,Apparel,75,0.10034161960896237,Industry
Utilities,Electric,49,0.7037925116449912,Industry
Utilities,Water,46,0.6027107650973584,Industry
Utilities,Gas,77,0.1967350762760901,Industry
Real Estate,Residential,19,0.5055621100981658,Industry
Real Estate,Commercial,55,0.07026832661022253,Industry
Real Estate,Industrial,63,0.70529718882207,Industry
Telecommunications,Mobile,65,0.4770531559176038,Industry
Telecommunications,Broadband,52,0.7202654278381766,Industry
Telecommunications,Satellite,64,0.6852200512362641,Industry
Materials,Chemicals,27,0.06111935422474646,Industry
Materials,Metals & Mining,7,0.550654789592388,Industry
Materials,Construction Materials,64,0.5806410669792132,Industry
Industrials,Aerospace & Defense,21,0.6480631438821275,Industry
Industrials,Machinery,84,0.5500406445272441,Industry
Industrials,Industrial Services,41,0.10604498017530783,Industry
Consumer Services,Retail,3,0.919663554139834,Industry
Consumer Services,Travel & Leisure,20,0.8174948906448084,Industry
Consumer Services,Media,7,0.48249035880339775,Industry
Transportation,Airlines,23,0.02996200879119204,Industry
Transportation,Railroads,21,0.10022363928895395,Industry
Transportation,Logistics,23,0.3307840503966657,Industry
