parent,child,Count,Growth_Rate,Type
,Ragusa,514,0.4945273792687455,Overall
Ragusa,HiTech,7,0.11230527921003064,Sector
Ragusa,Agriculture,34,0.9242564463523266,Sector
Ragusa,Transportation,15,0.3115051681933988,Sector
Ragusa,Consumer_Products,51,0.45395493211597693,Sector
Ragusa,Unassigned,53,0.7220798644060715,Sector
Ragusa,Communication,45,0.5074191037395153,Sector
Ragusa,Trade,57,0.026189457697023855,Sector
Ragusa,Business_Services,0,0.4701759902896102,Sector
Ragusa,Business_Products,14,0.33347839720477346,Sector
Ragusa,Construction,17,0.7295632529371717,Sector
Ragusa,Services,44,0.6741288255705518,Sector
Ragusa,Mining,70,0.2378471101412618,Sector
Ragusa,Health_Care,71,0.26273073040793227,Sector
Ragusa,EnergyExpL_Prod,20,0.7839089992715415,Sector
Ragusa,Utilities,16,0.8683671314939969,Sector
