parent,child,Count,Growth_Rate,Type
,Keski-Pohjanmaa,686,0.4986800454361502,Overall
Keski-Pohjanmaa,HiTech,81,0.44389207902504435,Sector
Keski-Pohjanmaa,Agriculture,82,0.9606824276823991,Sector
Keski-Pohjanmaa,Transportation,35,0.4729124056176889,Sector
Keski-Pohjanmaa,Consumer_Products,63,0.16769961979106174,Sector
Keski-Pohjanmaa,Unassigned,94,0.5311088777883277,Sector
Keski-Pohjanmaa,Communication,20,0.9622428260743244,Sector
Keski-Pohjanmaa,Trade,25,0.9808276469515425,Sector
Keski-Pohjanmaa,Business_Services,4,0.141617150667539,Sector
Keski-Pohjanmaa,Business_Products,32,0.009195504394211684,Sector
Keski-Pohjanmaa,Construction,75,0.493153833574977,Sector
Keski-Pohjanmaa,Services,37,0.8449798033958525,Sector
Keski-Pohjanmaa,Mining,41,0.3389603447072721,Sector
Keski-Pohjanmaa,Health_Care,50,0.17581654954174186,Sector
Keski-Pohjanmaa,EnergyExpL_Prod,34,0.6714674279263705,Sector
Keski-Pohjanmaa,Utilities,13,0.28564418440389916,Sector
