parent,child,Count,Growth_Rate,Type
,Arr. Ath,1630,0.7978771014169778,Overall
Arr. Ath,Technology,150,0.7663805551629733,Sector
Arr. Ath,Healthcare,125,0.15941691202197217,Sector
Arr. Ath,Finance,153,0.9803726664458602,Sector
Arr. Ath,Energy,116,0.5927108386403324,Sector
Arr. Ath,Consumer Goods,97,0.13659874486784895,Sector
Arr. Ath,Utilities,115,0.3358625250201466,Sector
Arr. Ath,Real Estate,117,0.633012542060604,Sector
Arr. Ath,Telecommunications,190,0.5600085508095739,Sector
Arr. Ath,Materials,125,0.016706026096220183,Sector
Arr. Ath,Industrials,226,0.22022732006818457,Sector
Arr. Ath,Consumer Services,74,0.46594338601135143,Sector
Arr. Ath,Transportation,142,0.9886776509244329,Sector
Technology,Software,60,0.07077750935726068,Industry
Technology,Hardware,80,0.5934926630241811,Industry
Technology,IT Services,10,0.4668860170515413,Industry
Healthcare,Pharmaceuticals,44,0.22668241084212526,Industry
Healthcare,Medical Devices,62,0.38490798883723565,Industry
Healthcare,Healthcare Services,19,0.19377870367340067,Industry
Finance,Banking,50,0.9892745342863661,Industry
Finance,Insurance,48,0.03760928601246405,Industry
Finance,Investment Services,55,0.24958030321784574,Industry
Energy,Oil & Gas,18,0.2841257181945186,Industry
Energy,Renewable Energy,26,0.8604455019412756,Industry
Energy,Energy Exploration,72,0.44055578253054806,Industry
Consumer Goods,Food & Beverage,46,0.9047536137508174,Industry
Consumer Goods,Household Products,15,0.622772137459272,Industry
Consumer Goods,Apparel,36,0.3048715432511552,Industry
Utilities,Electric,10,0.4369486199663887,Industry
Utilities,Water,51,0.036347209630340105,Industry
Utilities,Gas,54,0.6263952173320807,Industry
Real Estate,Residential,36,0.7802589490219894,Industry
Real Estate,Commercial,57,0.3275863662901727,Industry
Real Estate,Industrial,24,0.7731641378858674,Industry
Telecommunications,Mobile,97,0.5870269434421201,Industry
Telecommunications,Broadband,93,0.5821065005649111,Industry
Telecommunications,Satellite,0,0.6425179440003519,Industry
Materials,Chemicals,44,0.0056205319254049035,Industry
Materials,Metals & Mining,28,0.5103284776279194,Industry
Materials,Construction Materials,53,0.28899096975419813,Industry
Industrials,Aerospace & Defense,55,0.03337142354519029,Industry
Industrials,Machinery,89,0.7267386519490008,Industry
Industrials,Industrial Services,82,0.25579071370268425,Industry
Consumer Services,Retail,17,0.6157691309488252,Industry
Consumer Services,Travel & Leisure,14,0.5316543586776433,Industry
Consumer Services,Media,43,0.41685216531916836,Industry
Transportation,Airlines,82,0.7813841402785078,Industry
Transportation,Railroads,7,0.973929513378374,Industry
Transportation,Logistics,53,0.24051086004970634,Industry
