Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.82124669623516
AUT,AT2,Südösterreich,0.8619301128975085
AUT,AT3,Westösterreich,0.8784055792372956
AUT,AT1,Ostösterreich,0.7816798350588
BEL,BE3,Région wallonne,0.5296526552247206
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.9291630462482865
BEL,BE2,Vlaams Gewest,0.021850957370843305
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.16715862532072823
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.8679587933130661
CHE,CH0,Schweiz/Suisse/Svizzera,0.5089902294722444
CYP,CY0,Kýpros,0.45842712741173997
CZE,CZ0,Česko,0.5038516621144002
DEU,DEF,Schleswig-Holstein,0.3891342933768732
DEU,DE8,Mecklenburg-Vorpommern,0.46021063092460546
DEU,DEG,Thüringen,0.6442563257591598
DEU,DE9,Niedersachsen,0.18118661745188558
DEU,DE1,Baden-Württemberg,0.6038709751428384
DEU,DEA,Nordrhein-Westfalen,0.18070206652329812
DEU,DEB,Rheinland-Pfalz,0.9577990459646964
DEU,DEC,Saarland,0.6824380433805209
DEU,DE2,Bayern,0.9757951495688088
DEU,DE3,Berlin,0.7094363301755395
DEU,DED,Sachsen,0.00618539620574321
DEU,DE4,Brandenburg,0.42650007256685407
DEU,DE5,Bremen,0.2900113841501547
DEU,DE6,Hamburg,0.06696737073507575
DEU,DEE,Sachsen-Anhalt,0.4091339840095465
DEU,DE7,Hessen,0.4351499624622539
DNK,DK0,Danmark,0.6338444703867462
ESP,ES2,Noreste,0.5338118634506709
ESP,ES3,Comunidad de Madrid,0.5405174038973344
ESP,ES4,Centro (ES),0.9490783728493339
ESP,ES5,Este,0.7164575160177156
ESP,ES1,Noroeste,0.380489569292759
ESP,ES6,Sur,0.4132339603980608
EST,EE0,Eesti,0.5065745277244835
FIN,FI1,Manner-Suomi,0.08298212770107793
FIN,FI2,Åland,0.7585949225049589
FRA,FRF,Grand Est,0.33323969237514306
FRA,FRK,Auvergne-Rhône-Alpes,0.04343179656891327
FRA,FRG,Pays de la Loire,0.13732471665602652
FRA,FRL,Provence-Alpes-Côte d’Azur,0.7329408655512768
FRA,FRM,Corse,0.6071342920708483
FRA,FRH,Bretagne,0.5548286866152602
FRA,FRI,Nouvelle-Aquitaine,0.5897461514505843
FRA,FRE,Hauts-de-France,0.39968184832878106
FRA,FRJ,Occitanie,0.4304176423650894
FRA,FR1,Ile-de-France,0.20880776079324237
FRA,FRC,Bourgogne-Franche-Comté,0.3697125393000559
FRA,FRD,Normandie,0.260665952898375
FRA,FRB,Centre — Val de Loire,0.6177708115293247
HRV,HR0,Hrvatska,0.8410717978976556
HUN,HU2,Dunántúl,0.16834573291681987
HUN,HU1,Közép-Magyarország,0.7069272184843981
HUN,HU3,Alföld és Észak,0.6900291030325725
IRL,IE0,Ireland,0.9889022690136369
ISL,IS0,Ísland,0.9077745888568668
ITA,ITC,Nord-Ovest,0.27650907731775265
ITA,ITH,Nord-Est,0.1034991884325479
ITA,ITF,Sud,0.548418800690215
ITA,ITG,Isole,0.6422528092660996
ITA,ITI,Centro (IT),0.2805474190951768
LIE,LI0,Liechtenstein,0.8550639285853465
LTU,LT0,Lietuva,0.9013883574760778
LUX,LU0,Luxembourg,0.07123756912344092
LVA,LV0,Latvija,0.41957336055430405
MKD,MK0,Severna Makedonija ,0.7611684223918179
MLT,MT0,Malta,0.8560670429106582
MNE,ME0,Crna Gora,0.8594415383976054
NLD,NL1,Noord-Nederland,0.6265085111661745
NLD,NL2,Oost-Nederland,0.132966014376386
NLD,NL3,West-Nederland,0.42906513098710186
NLD,NL4,Zuid-Nederland,0.6903072701130719
NOR,NO0,Norge,0.8210894577199555
POL,PL4,Makroregion północno-zachodni,0.14409034286943756
POL,PL5,Makroregion południowo-zachodni,0.051610792249381476
POL,PL6,Makroregion północny,0.16573808270588164
POL,PL7,Makroregion centralny,0.8626619962538419
POL,PL8,Makroregion wschodni,0.4335746733519519
POL,PL9,Makroregion województwo mazowieckie,0.3478836530283822
POL,PL2,Makroregion południowy,0.6460920841332467
PRT,PT3,Região Autónoma da Madeira,0.49218825804053823
PRT,PT1,Continente,0.8775424051191472
PRT,PT2,Região Autónoma dos Açores,0.8077571842253453
ROU,RO1,Macroregiunea Unu,0.9366182061822568
ROU,RO2,Macroregiunea Doi,0.39785314282585726
ROU,RO3,Macroregiunea Trei,0.03343297427704106
ROU,RO4,Macroregiunea Patru,0.32412049998331616
SRB,RS1,Serbia - sever,0.01636181205242182
SRB,RS2,Serbia - jug ,0.5069439397162572
SVK,SK0,Slovensko,0.18826780183369152
SVN,SI0,Slovenija,0.5905011506672028
SWE,SE1,Östra Sverige,0.7494252515518759
SWE,SE2,Södra Sverige,0.8678913798726243
SWE,SE3,Norra Sverige,0.7113645925724382
TUR,TR4,Doğu Marmara,0.5532863645465639
TUR,TR8,Batı Karadeniz,0.551153852128436
TUR,TR9,Doğu Karadeniz,0.769816505400178
TUR,TRA,Kuzeydoğu Anadolu,0.4343354935247472
TUR,TRB,Ortadoğu Anadolu,0.23422507303760354
TUR,TRC,Güneydoğu Anadolu,0.5354542157025116
TUR,TR1,İstanbul,0.5161658520825286
TUR,TR5,Batı Anadolu,0.6583833910714534
TUR,TR2,Batı Marmara,0.09880504636276743
TUR,TR6,Akdeniz,0.38308744456480615
TUR,TR7,Orta Anadolu,0.02460024990351506
TUR,TR3,Ege,0.1926704358130602
