Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.11989309630865475
AUT,AT2,Südösterreich,0.7505496240121585
AUT,AT3,Westösterreich,0.5807203298527471
AUT,AT1,Ostösterreich,0.09777061705292389
BEL,BE3,Région wallonne,0.5019868540360756
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.8593707018172915
BEL,BE2,Vlaams Gewest,0.54078420004288
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.04840536195890721
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.390041491107891
CHE,CH0,Schweiz/Suisse/Svizzera,0.5756484587412813
CYP,CY0,Kýpros,0.93436411828662
CZE,CZ0,Česko,0.494938517307859
DEU,DEF,Schleswig-Holstein,0.42468455075447686
DEU,DE8,Mecklenburg-Vorpommern,0.5568787655254961
DEU,DEG,Thüringen,0.1093871707614752
DEU,DE9,Niedersachsen,0.8576692156511867
DEU,DE1,Baden-Württemberg,0.5834964402844138
DEU,DEA,Nordrhein-Westfalen,0.701167412352472
DEU,DEB,Rheinland-Pfalz,0.4339922930210818
DEU,DEC,Saarland,0.7781518613232985
DEU,DE2,Bayern,0.5237518153234364
DEU,DE3,Berlin,0.1533009667590607
DEU,DED,Sachsen,0.5119015310380491
DEU,DE4,Brandenburg,0.697070153982107
DEU,DE5,Bremen,0.85286177834783
DEU,DE6,Hamburg,0.3156421967851336
DEU,DEE,Sachsen-Anhalt,0.8333554085807556
DEU,DE7,Hessen,0.40642146475813345
DNK,DK0,Danmark,0.09945388381841702
ESP,ES2,Noreste,0.41828284350853207
ESP,ES3,Comunidad de Madrid,0.4579698362124991
ESP,ES4,Centro (ES),0.22073839951965468
ESP,ES5,Este,0.8888630432338597
ESP,ES1,Noroeste,0.14259933217317944
ESP,ES6,Sur,0.7074050150465466
EST,EE0,Eesti,0.7015034891586922
FIN,FI1,Manner-Suomi,0.6414789231353436
FIN,FI2,Åland,0.7823728757062378
FRA,FRF,Grand Est,0.5203487746677332
FRA,FRK,Auvergne-Rhône-Alpes,0.7222241409565042
FRA,FRG,Pays de la Loire,0.4143393582430215
FRA,FRL,Provence-Alpes-Côte d’Azur,0.7426138257611425
FRA,FRM,Corse,0.34063517638571406
FRA,FRH,Bretagne,0.7516423162721294
FRA,FRI,Nouvelle-Aquitaine,0.942051013434971
FRA,FRE,Hauts-de-France,0.46400429777704955
FRA,FRJ,Occitanie,0.7430775709330768
FRA,FR1,Ile-de-France,0.7942404688813776
FRA,FRC,Bourgogne-Franche-Comté,0.5359431714983114
FRA,FRD,Normandie,0.7631410123620049
FRA,FRB,Centre — Val de Loire,0.7369066368240579
HRV,HR0,Hrvatska,0.36631368769761075
HUN,HU2,Dunántúl,0.1660303941317901
HUN,HU1,Közép-Magyarország,0.7275535048427185
HUN,HU3,Alföld és Észak,0.44483050513620814
IRL,IE0,Ireland,0.6110479580603337
ISL,IS0,Ísland,0.7292923772549992
ITA,ITC,Nord-Ovest,0.6464212670082996
ITA,ITH,Nord-Est,0.4794636913882324
ITA,ITF,Sud,0.5166126758923191
ITA,ITG,Isole,0.5648012523559719
ITA,ITI,Centro (IT),0.14645223710364685
LIE,LI0,Liechtenstein,0.3032388592958414
LTU,LT0,Lietuva,0.2073850185117817
LUX,LU0,Luxembourg,0.45076587864119577
LVA,LV0,Latvija,0.6704617070840817
MKD,MK0,Severna Makedonija ,0.9037135450206735
MLT,MT0,Malta,0.9601049631881623
MNE,ME0,Crna Gora,0.3187527626505644
NLD,NL1,Noord-Nederland,0.21503094676838963
NLD,NL2,Oost-Nederland,0.8978993834489952
NLD,NL3,West-Nederland,0.38855093279843356
NLD,NL4,Zuid-Nederland,0.3247597718841605
NOR,NO0,Norge,0.6214356181553825
POL,PL4,Makroregion północno-zachodni,0.35355052886679617
POL,PL5,Makroregion południowo-zachodni,0.9459224929728701
POL,PL6,Makroregion północny,0.9300510815737217
POL,PL7,Makroregion centralny,0.32749254922016846
POL,PL8,Makroregion wschodni,0.8331455440242326
POL,PL9,Makroregion województwo mazowieckie,0.48386460591983627
POL,PL2,Makroregion południowy,0.6988404271778196
PRT,PT3,Região Autónoma da Madeira,0.4813204030644801
PRT,PT1,Continente,0.6594203152622686
PRT,PT2,Região Autónoma dos Açores,0.16156049393159833
ROU,RO1,Macroregiunea Unu,0.6696607076183358
ROU,RO2,Macroregiunea Doi,0.28960508159905707
ROU,RO3,Macroregiunea Trei,0.7475474842932405
ROU,RO4,Macroregiunea Patru,0.7440744190113429
SRB,RS1,Serbia - sever,0.25052115367135286
SRB,RS2,Serbia - jug ,0.8582026512332671
SVK,SK0,Slovensko,0.49422082223465646
SVN,SI0,Slovenija,0.7657022280292259
SWE,SE1,Östra Sverige,0.640359862439557
SWE,SE2,Södra Sverige,0.2649573239926243
SWE,SE3,Norra Sverige,0.5329403946901837
TUR,TR4,Doğu Marmara,0.8118270918338273
TUR,TR8,Batı Karadeniz,0.3892073085418072
TUR,TR9,Doğu Karadeniz,0.44517995283386746
TUR,TRA,Kuzeydoğu Anadolu,0.014510208649799572
TUR,TRB,Ortadoğu Anadolu,0.3929275547278629
TUR,TRC,Güneydoğu Anadolu,0.09643646181319787
TUR,TR1,İstanbul,0.9237383754926676
TUR,TR5,Batı Anadolu,0.5706565404782068
TUR,TR2,Batı Marmara,0.6502334729349183
TUR,TR6,Akdeniz,0.8335331797495772
TUR,TR7,Orta Anadolu,0.9626037691893982
TUR,TR3,Ege,0.2804217235631702
