Country,Growth_Rate,Sector
MYS,0.0128205128205128,Business_Services
FRA,0.022555430905869,Business_Services
PHL,0.0625198900457102,Business_Services
MAR,0.0402399385448637,Business_Services
COL,0.0451126346974669,Business_Services
MNE,0.0179314664403767,Business_Services
LUX,0.0020083695199392,Business_Services
HUN,0.0056221425361291,Business_Services
AUS,0.0331658499265968,Business_Services
USA,0.0600555872291904,Business_Services
CZE,0.0173355564721533,Business_Services
KOR,0.0584038166648555,Business_Services
HKG,0.0542853590852446,Business_Services
MEX,0.122849138426017,Business_Services
DEU,0.0277777777777777,Business_Services
NLD,0.0166032669501006,Business_Services
JPN,0.0317189257795598,Business_Services
UKR,0.0232708468002585,Business_Services
VNM,0.029907074693789,Business_Services
ISR,0.0596876760846816,Business_Services
POL,0.041087962962963,Business_Services
ISL,0.0426104020849935,Business_Services
RUS,-0.0578913521743303,Business_Services
SVK,0.0069180214458666,Business_Services
MKD,0.04527757051462,Business_Services
LTU,0.0453956573560657,Business_Services
SGP,0.0022326323406869,Business_Services
BGR,0.0098684210526316,Business_Services
ESP,0.0,Business_Services
AUT,0.0204081632653061,Business_Services
TWN,0.057101698211512,Business_Services
NOR,-0.002255299954894,Business_Services
THA,0.0,Business_Services
FIN,0.0077966101694915,Business_Services
MLT,0.0621462760566895,Business_Services
CAN,0.05,Business_Services
NZL,0.0306780391914606,Business_Services
DNK,0.0116275591651164,Business_Services
DZA,0.0055263933468757,Business_Services
HRV,0.0077963770257339,Business_Services
IRN,0.266555898972816,Business_Services
KAZ,0.0996462215421096,Business_Services
SRB,0.0535959205808282,Business_Services
SWE,-0.0022739471718839,Business_Services
BEL,0.0252021363400341,Business_Services
ZAF,0.0675675675675675,Business_Services
IDN,0.122815450386241,Business_Services
IND,0.0886456295807507,Business_Services
ITA,0.0139816277206214,Business_Services
EST,0.0285714285714285,Business_Services
GRC,0.0315338198089234,Business_Services
ROU,0.0445816536292158,Business_Services
GBR,0.0114500109698046,Business_Services
SVN,0.0023419492151581,Business_Services
BRA,0.0624887453238889,Business_Services
MDA,0.0698838253006655,Business_Services
BIH,0.0160392459517786,Business_Services
CHE,0.0078009256224351,Business_Services
LVA,0.0101848158489564,Business_Services
PRT,0.0017093899270875,Business_Services
TUR,0.0787121965594726,Business_Services
PAK,0.158117410789513,Business_Services
ALB,0.0071942446043165,Business_Services
