Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.5580035315697582
AUT,AT2,Südösterreich,0.9190104945604944
AUT,AT3,Westösterreich,0.6133322878054829
AUT,AT1,Ostösterreich,0.5216986933125359
BEL,BE3,Région wallonne,0.8523874045047934
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.020601572547373603
BEL,BE2,Vlaams Gewest,0.5838779714421028
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.5981887663757927
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.820963344643093
CHE,CH0,Schweiz/Suisse/Svizzera,0.5553877319185885
CYP,CY0,Kýpros,0.35261047690934744
CZE,CZ0,Česko,0.6934781673006171
DEU,DEF,Schleswig-Holstein,0.21259475479791667
DEU,DE8,Mecklenburg-Vorpommern,0.20982561495842367
DEU,DEG,Thüringen,0.7791389724908482
DEU,DE9,Niedersachsen,0.7417143624664337
DEU,DE1,Baden-Württemberg,0.9072209677533228
DEU,DEA,Nordrhein-Westfalen,0.6103900577324082
DEU,DEB,Rheinland-Pfalz,0.5016241127782285
DEU,DEC,Saarland,0.4513981910899012
DEU,DE2,Bayern,0.8530264066271053
DEU,DE3,Berlin,0.1697933218921469
DEU,DED,Sachsen,0.966950539932951
DEU,DE4,Brandenburg,0.27322043335371704
DEU,DE5,Bremen,0.5266080450019942
DEU,DE6,Hamburg,0.5123494054424097
DEU,DEE,Sachsen-Anhalt,0.6505255000522676
DEU,DE7,Hessen,0.13401817341083477
DNK,DK0,Danmark,0.13530160232604171
ESP,ES2,Noreste,0.6851361950600655
ESP,ES3,Comunidad de Madrid,0.6320880904562662
ESP,ES4,Centro (ES),0.34266543585887466
ESP,ES5,Este,0.4136320819549094
ESP,ES1,Noroeste,0.95218370059832
ESP,ES6,Sur,0.08712610377139474
EST,EE0,Eesti,0.5131618820148541
FIN,FI1,Manner-Suomi,0.29832636096708587
FIN,FI2,Åland,0.554471034680392
FRA,FRF,Grand Est,0.43358142632937713
FRA,FRK,Auvergne-Rhône-Alpes,0.37994851243126915
FRA,FRG,Pays de la Loire,0.4629639922940306
FRA,FRL,Provence-Alpes-Côte d’Azur,0.9939355968259844
FRA,FRM,Corse,0.17278627081980047
FRA,FRH,Bretagne,0.5114330747518104
FRA,FRI,Nouvelle-Aquitaine,0.953998697337695
FRA,FRE,Hauts-de-France,0.24051952674032906
FRA,FRJ,Occitanie,0.1451644355750461
FRA,FR1,Ile-de-France,0.8416375351972053
FRA,FRC,Bourgogne-Franche-Comté,0.27036284471227356
FRA,FRD,Normandie,0.808104039861112
FRA,FRB,Centre — Val de Loire,0.8188896090185457
HRV,HR0,Hrvatska,0.8241540625533634
HUN,HU2,Dunántúl,0.1547358107098462
HUN,HU1,Közép-Magyarország,0.4446835049071808
HUN,HU3,Alföld és Észak,0.5010532067412735
IRL,IE0,Ireland,0.25671295983511433
ISL,IS0,Ísland,0.6776750690189703
ITA,ITC,Nord-Ovest,0.8737990781242702
ITA,ITH,Nord-Est,0.45675364862075685
ITA,ITF,Sud,0.5958743341625068
ITA,ITG,Isole,0.897647575308093
ITA,ITI,Centro (IT),0.20873216738703315
LIE,LI0,Liechtenstein,0.10926787435325314
LTU,LT0,Lietuva,0.25132840065917594
LUX,LU0,Luxembourg,0.3679162276299224
LVA,LV0,Latvija,0.39800270005796545
MKD,MK0,Severna Makedonija ,0.5570489899728597
MLT,MT0,Malta,0.2756266568865483
MNE,ME0,Crna Gora,0.7146367875770122
NLD,NL1,Noord-Nederland,0.833799137805309
NLD,NL2,Oost-Nederland,0.6058798651824884
NLD,NL3,West-Nederland,0.35803528769526827
NLD,NL4,Zuid-Nederland,0.34652945689956594
NOR,NO0,Norge,0.487721577895583
POL,PL4,Makroregion północno-zachodni,0.1550838260028975
POL,PL5,Makroregion południowo-zachodni,0.8134667608638445
POL,PL6,Makroregion północny,0.3488155629110732
POL,PL7,Makroregion centralny,0.028307453660052273
POL,PL8,Makroregion wschodni,0.761128150606617
POL,PL9,Makroregion województwo mazowieckie,0.854437455159926
POL,PL2,Makroregion południowy,0.0959542604046476
PRT,PT3,Região Autónoma da Madeira,0.8933520416498715
PRT,PT1,Continente,0.017416955257182787
PRT,PT2,Região Autónoma dos Açores,0.4128867664949313
ROU,RO1,Macroregiunea Unu,0.7798722021092401
ROU,RO2,Macroregiunea Doi,0.7460782968547999
ROU,RO3,Macroregiunea Trei,0.6422895235201947
ROU,RO4,Macroregiunea Patru,0.42253777778403623
SRB,RS1,Serbia - sever,0.7538452666282427
SRB,RS2,Serbia - jug ,0.9680053990189862
SVK,SK0,Slovensko,0.09094062134119862
SVN,SI0,Slovenija,0.6695474311466526
SWE,SE1,Östra Sverige,0.3246909923678435
SWE,SE2,Södra Sverige,0.8887068856339363
SWE,SE3,Norra Sverige,0.25010847104165
TUR,TR4,Doğu Marmara,0.48474219990586387
TUR,TR8,Batı Karadeniz,0.7309003199016115
TUR,TR9,Doğu Karadeniz,0.6230559752101043
TUR,TRA,Kuzeydoğu Anadolu,0.616510272191261
TUR,TRB,Ortadoğu Anadolu,0.8130430839010104
TUR,TRC,Güneydoğu Anadolu,0.3358986871045121
TUR,TR1,İstanbul,0.8282243912095402
TUR,TR5,Batı Anadolu,0.888269642402028
TUR,TR2,Batı Marmara,0.8646666208927171
TUR,TR6,Akdeniz,0.3973631148432635
TUR,TR7,Orta Anadolu,0.2379813137296548
TUR,TR3,Ege,0.8574206693785228
