State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.9898126857647326
AK,2,Alaska,0.6222277130333195
AZ,4,Arizona,0.9423778861252102
AR,5,Arkansas,0.17219794718626547
CA,6,California,0.9905258965857197
CO,8,Colorado,0.4049427260191901
CT,9,Connecticut,0.6289391261395652
DE,10,Delaware,0.18449647926018142
DC,11,District of Columbia,0.8214557285511062
FL,12,Florida,0.3547601194976072
GA,13,Georgia,0.6775407472069754
HI,15,Hawaii,0.0071326526542497826
ID,16,Idaho,0.4359043044399734
IL,17,Illinois,0.9542208852196918
IN,18,Indiana,0.02867766095532731
IA,19,Iowa,0.31430281322760545
KS,20,Kansas,0.5689565196214323
KY,21,Kentucky,0.9321607223453854
LA,22,Louisiana,0.8761382888611441
ME,23,Maine,0.21195854963129201
MD,24,Maryland,0.031513508577406424
MA,25,Massachusetts,0.4760568975482603
MI,26,Michigan,0.4456245840849994
MN,27,Minnesota,0.4391826907421049
MS,28,Mississippi,0.8855013791612938
MO,29,Missouri,0.4407698963040605
MT,30,Montana,0.39011384719758324
NE,31,Nebraska,0.27801666549160453
NV,32,Nevada,0.5889871723414031
NH,33,New Hampshire,0.6630028178068702
NJ,34,New Jersey,0.6410156575824836
NM,35,New Mexico,0.13710343938696457
NY,36,New York,0.37750871147327725
NC,37,North Carolina,0.9332676675762438
ND,38,North Dakota,0.9503087946780353
OH,39,Ohio,0.5921293922206403
OK,40,Oklahoma,0.8687403827808373
OR,41,Oregon,0.1942161484528675
PA,42,Pennsylvania,0.21836167626675307
RI,44,Rhode Island,0.91882459024217
SC,45,South Carolina,0.9391615120358724
SD,46,South Dakota,0.5112502427471579
TN,47,Tennessee,0.26042668940327496
TX,48,Texas,0.8256946812039994
UT,49,Utah,0.30277689933910146
VT,50,Vermont,0.24899667660244695
VA,51,Virginia,0.6218786323964612
WA,53,Washington,0.8131413192695311
WV,54,West Virginia,0.5095125394505059
WI,55,Wisconsin,0.7826947461541066
WY,56,Wyoming,0.21124576032454723
PR,72,Puerto Rico,0.4281197693675125
