Country,Growth_Rate,Sector
IND,0.0661208980487355,EnergyExpL_Prod
MYS,0.0136655570485718,EnergyExpL_Prod
BEL,0.0130837739446885,EnergyExpL_Prod
HKG,0.0329885860727552,EnergyExpL_Prod
SRB,0.0108171510491333,EnergyExpL_Prod
TUR,0.0786946624008929,EnergyExpL_Prod
RUS,0.0263473389355744,EnergyExpL_Prod
IRN,0.242705852416356,EnergyExpL_Prod
EST,0.0379329364281569,EnergyExpL_Prod
AUS,0.0057600177231313,EnergyExpL_Prod
ALB,-0.235216735419223,EnergyExpL_Prod
JPN,0.0069050821882836,EnergyExpL_Prod
FRA,0.0113496792796441,EnergyExpL_Prod
MDA,0.0167417096159745,EnergyExpL_Prod
SGP,-0.0094115656869573,EnergyExpL_Prod
SVN,0.0026498004310691,EnergyExpL_Prod
DNK,0.0079310266569353,EnergyExpL_Prod
ISR,0.0792786823545355,EnergyExpL_Prod
IDN,0.0550530870370818,EnergyExpL_Prod
PHL,0.0330753242738617,EnergyExpL_Prod
SVK,-0.0110040492205978,EnergyExpL_Prod
ROU,0.0276582724111882,EnergyExpL_Prod
UKR,0.108993438038337,EnergyExpL_Prod
GBR,0.0294776014997621,EnergyExpL_Prod
COL,0.0362441127368446,EnergyExpL_Prod
ZAF,0.115929284620665,EnergyExpL_Prod
VNM,0.0516633842993792,EnergyExpL_Prod
DEU,0.0196229318968835,EnergyExpL_Prod
LTU,0.0349790243829935,EnergyExpL_Prod
DZA,0.0750001869367238,EnergyExpL_Prod
NZL,0.027507926923158,EnergyExpL_Prod
KAZ,0.087059598875213,EnergyExpL_Prod
BIH,-0.0134418609317633,EnergyExpL_Prod
LUX,0.168519708486796,EnergyExpL_Prod
ESP,0.0073480293921175,EnergyExpL_Prod
CZE,-0.0056613685609256,EnergyExpL_Prod
LVA,0.0269109232214535,EnergyExpL_Prod
MNE,-0.0051038898284611,EnergyExpL_Prod
NLD,-0.0037206248461139,EnergyExpL_Prod
PRT,0.0,EnergyExpL_Prod
SWE,0.0053993983206859,EnergyExpL_Prod
GRC,0.0286604412140177,EnergyExpL_Prod
ISL,0.0731117478510028,EnergyExpL_Prod
MLT,0.0432250093818742,EnergyExpL_Prod
PAK,0.105929261401112,EnergyExpL_Prod
NOR,0.002497832459436,EnergyExpL_Prod
CHE,-0.0453216374269005,EnergyExpL_Prod
THA,0.0002081598667775,EnergyExpL_Prod
HUN,0.0040801434322235,EnergyExpL_Prod
USA,0.132588378610977,EnergyExpL_Prod
AUT,0.0244335339479254,EnergyExpL_Prod
MKD,-0.0269382989587758,EnergyExpL_Prod
HRV,-0.002355596674606,EnergyExpL_Prod
KOR,0.0259478538396583,EnergyExpL_Prod
ITA,0.0051915680325876,EnergyExpL_Prod
BRA,0.0699993482142994,EnergyExpL_Prod
MEX,0.108129163690283,EnergyExpL_Prod
POL,0.0379554929882506,EnergyExpL_Prod
CAN,0.116841411536731,EnergyExpL_Prod
BGR,0.024,EnergyExpL_Prod
MAR,0.0232560524367909,EnergyExpL_Prod
FIN,0.0,EnergyExpL_Prod
TWN,0.0393609899715981,EnergyExpL_Prod
