State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.7360920447240928
AK,2,Alaska,0.10364182088146479
AZ,4,Arizona,0.5911419493189299
AR,5,Arkansas,0.2502363758105609
CA,6,California,0.8687707976883342
CO,8,Colorado,0.6082327411957739
CT,9,Connecticut,0.04415991198705704
DE,10,Delaware,0.4878335156015319
DC,11,District of Columbia,0.2691492655073858
FL,12,Florida,0.4499205288428506
GA,13,Georgia,0.41219982081199646
HI,15,Hawaii,0.15214921014326988
ID,16,Idaho,0.3692213196351869
IL,17,Illinois,0.5975279975074329
IN,18,Indiana,0.38883587338994363
IA,19,Iowa,0.3108333267101616
KS,20,Kansas,0.5049512062300826
KY,21,Kentucky,0.8261376478091632
LA,22,Louisiana,0.12982103535940692
ME,23,Maine,0.39699105709223026
MD,24,Maryland,0.7655022372188407
MA,25,Massachusetts,0.3983902749963577
MI,26,Michigan,0.12482954272756308
MN,27,Minnesota,0.09269777843498817
MS,28,Mississippi,0.37179652200728985
MO,29,Missouri,0.8041345120020407
MT,30,Montana,0.417596923414438
NE,31,Nebraska,0.27220115685425306
NV,32,Nevada,0.12439647052912861
NH,33,New Hampshire,0.8041818084712721
NJ,34,New Jersey,0.7171254823600427
NM,35,New Mexico,0.25745818147565314
NY,36,New York,0.8263250984544027
NC,37,North Carolina,0.85581757898283
ND,38,North Dakota,0.25257876547031965
OH,39,Ohio,0.3537667529682025
OK,40,Oklahoma,0.7241878167753345
OR,41,Oregon,0.6583842032702597
PA,42,Pennsylvania,0.6137895828893304
RI,44,Rhode Island,0.18822450464048557
SC,45,South Carolina,0.3615439461402814
SD,46,South Dakota,0.5376951577844539
TN,47,Tennessee,0.3676487892936031
TX,48,Texas,0.5970275967447146
UT,49,Utah,0.8639692397202852
VT,50,Vermont,0.05058756115398633
VA,51,Virginia,0.31295669781674595
WA,53,Washington,0.5844974850785608
WV,54,West Virginia,0.9348481539624823
WI,55,Wisconsin,0.5368036749641987
WY,56,Wyoming,0.31121697852298136
PR,72,Puerto Rico,0.002940407135028411
