Country,Growth_Rate,Sector
NOR,-0.0085631264777357,Trade
DEU,0.0181818181818181,Trade
BGR,0.019047619047619,Trade
NLD,0.0254528206679696,Trade
ROU,0.0302916043340247,Trade
AUS,0.049190247964487,Trade
BRA,0.0620390813178581,Trade
MEX,0.117172937921606,Trade
PRT,-0.0031748617913994,Trade
ESP,-0.0076726342710997,Trade
HRV,-0.0050282980695686,Trade
ZAF,0.074147466299848,Trade
NZL,0.0286862712119267,Trade
ISR,0.0444060651274987,Trade
UKR,0.0059245381523889,Trade
ITA,0.0027829487231116,Trade
IRN,0.217509246024591,Trade
GRC,-0.0011540530299992,Trade
CAN,0.0416899427442936,Trade
EST,0.0238833573814401,Trade
MKD,0.0124267904767812,Trade
SWE,0.0010669857344625,Trade
JPN,0.0105491274088672,Trade
LTU,0.0548097233864207,Trade
HUN,0.0298621719390718,Trade
MAR,0.0142929636609127,Trade
FIN,0.0,Trade
COL,0.0073829977626436,Trade
DZA,0.0458870059099503,Trade
PHL,0.0649233764060698,Trade
IND,0.0526068408091969,Trade
BEL,0.0136338658239775,Trade
RUS,-0.0494233937397035,Trade
SRB,0.02828409805154,Trade
USA,0.0494825604497135,Trade
SVN,0.0,Trade
HKG,0.035020040939902,Trade
AUT,0.0139058564371795,Trade
DNK,0.014306706188197,Trade
BIH,0.0028569815555517,Trade
LUX,0.0204673022458595,Trade
CHE,0.0059832499871919,Trade
TUR,0.165070578302434,Trade
MDA,0.0539650314882334,Trade
ALB,-0.0029470164566964,Trade
SVK,0.0069259035165242,Trade
GBR,0.0310175745555215,Trade
SGP,-0.017740732713144,Trade
THA,-0.0144429429490602,Trade
VNM,0.0453067522125534,Trade
POL,0.0240977615349474,Trade
FRA,0.0085287542707183,Trade
KAZ,0.0961868948971432,Trade
IDN,0.0888554207468519,Trade
ISL,0.0451771360523965,Trade
KOR,0.0256477026160573,Trade
LVA,0.0092891097922345,Trade
MLT,0.0394868741946033,Trade
MYS,0.00749076534632,Trade
PAK,0.102785185983096,Trade
TWN,0.0443450575010543,Trade
CZE,0.0156346900806215,Trade
MNE,-0.0154438769869516,Trade
