State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.13886010399128934
AK,2,Alaska,0.7367185037213733
AZ,4,Arizona,0.6651646896598333
AR,5,Arkansas,0.9143143203865143
CA,6,California,0.7485288339995944
CO,8,Colorado,0.5797720597518645
CT,9,Connecticut,0.5297932175976706
DE,10,Delaware,0.13007877670455525
DC,11,District of Columbia,0.6319744438005118
FL,12,Florida,0.8362352135869702
GA,13,Georgia,0.11884917497533842
HI,15,Hawaii,0.8306373152224865
ID,16,Idaho,0.1771345704135846
IL,17,Illinois,0.18450674529385147
IN,18,Indiana,0.8762451816612297
IA,19,Iowa,0.8227987655730415
KS,20,Kansas,0.6149950882127182
KY,21,Kentucky,0.7699429331431169
LA,22,Louisiana,0.5298732071525599
ME,23,Maine,0.9240813501734455
MD,24,Maryland,0.8004770158301613
MA,25,Massachusetts,0.050386565400721395
MI,26,Michigan,0.04876318319583761
MN,27,Minnesota,0.47490040837873615
MS,28,Mississippi,0.5653763208606967
MO,29,Missouri,0.48312143623167014
MT,30,Montana,0.888372378951162
NE,31,Nebraska,0.007939213543052048
NV,32,Nevada,0.4580257855091322
NH,33,New Hampshire,0.9266670736149394
NJ,34,New Jersey,0.41588065227422955
NM,35,New Mexico,0.6501772316134126
NY,36,New York,0.9886771393906958
NC,37,North Carolina,0.15853763173761803
ND,38,North Dakota,0.44166290967242605
OH,39,Ohio,0.508625285037846
OK,40,Oklahoma,0.9119124824506373
OR,41,Oregon,0.19496317642770156
PA,42,Pennsylvania,0.01697354165380338
RI,44,Rhode Island,0.698426605310861
SC,45,South Carolina,0.13789342710076025
SD,46,South Dakota,0.19203926950489192
TN,47,Tennessee,0.5870593920038302
TX,48,Texas,0.8673713670935279
UT,49,Utah,0.1365956778209022
VT,50,Vermont,0.5119245214943732
VA,51,Virginia,0.3666582383051995
WA,53,Washington,0.3062596098301078
WV,54,West Virginia,0.3354994385500263
WI,55,Wisconsin,0.41318205214244885
WY,56,Wyoming,0.3124297393549076
PR,72,Puerto Rico,0.2900758475309305
