State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.4583507781792656
AK,2,Alaska,0.4187639215314888
AZ,4,Arizona,0.28344662003270926
AR,5,Arkansas,0.07190601299247268
CA,6,California,0.5897610972382624
CO,8,Colorado,0.9390726590529997
CT,9,Connecticut,0.4846788399121216
DE,10,Delaware,0.028892210338620772
DC,11,District of Columbia,0.3051939073332215
FL,12,Florida,0.6304303858597535
GA,13,Georgia,0.5968859723397155
HI,15,Hawaii,0.5372241119762917
ID,16,Idaho,0.32618041093242367
IL,17,Illinois,0.017028575268776214
IN,18,Indiana,0.7616911143970385
IA,19,Iowa,0.7333381044773093
KS,20,Kansas,0.9515976749739877
KY,21,Kentucky,0.13688779177100396
LA,22,Louisiana,0.8785156562018838
ME,23,Maine,0.7273766389394306
MD,24,Maryland,0.5189896919333444
MA,25,Massachusetts,0.8811732465713297
MI,26,Michigan,0.6000732353848658
MN,27,Minnesota,0.9762403898593462
MS,28,Mississippi,0.22190220406362382
MO,29,Missouri,0.682732680597987
MT,30,Montana,0.2055716018496101
NE,31,Nebraska,0.2578154031112826
NV,32,Nevada,0.8840000502297862
NH,33,New Hampshire,0.4390290682543556
NJ,34,New Jersey,0.3909519368522868
NM,35,New Mexico,0.40959482184128604
NY,36,New York,0.38375163201425755
NC,37,North Carolina,0.35871699055041595
ND,38,North Dakota,0.174549587035836
OH,39,Ohio,0.6928239795718986
OK,40,Oklahoma,0.29041353407023573
OR,41,Oregon,0.41839106882855426
PA,42,Pennsylvania,0.729319875818116
RI,44,Rhode Island,0.2808414590421292
SC,45,South Carolina,0.07492140630171384
SD,46,South Dakota,0.07758672832253122
TN,47,Tennessee,0.29018205002266306
TX,48,Texas,0.9286279968373716
UT,49,Utah,0.6248369662619914
VT,50,Vermont,0.7497907816502473
VA,51,Virginia,0.6153834236918757
WA,53,Washington,0.764431288588776
WV,54,West Virginia,0.709389508877745
WI,55,Wisconsin,0.11899117547647153
WY,56,Wyoming,0.2970465590155952
PR,72,Puerto Rico,0.09785844050591075
