Country,Growth_Rate,Sector
THA,0.0,Mining
EST,0.0571641523160248,Mining
KOR,0.0405242184063861,Mining
COL,0.0,Mining
KAZ,0.149986156020033,Mining
MYS,-0.009730419524645,Mining
HUN,0.0366355098189008,Mining
CZE,0.0181613165642572,Mining
PAK,,Mining
LVA,0.0106591141702883,Mining
POL,0.0434033072556358,Mining
ROU,0.0599442320350864,Mining
FIN,0.0174928593946071,Mining
JPN,0.0265709507990258,Mining
MLT,0.15509935259662,Mining
GRC,-0.0074492087219013,Mining
LUX,0.0308665930105465,Mining
CHE,0.0299959875989009,Mining
BEL,0.0197766443025497,Mining
AUT,0.0191187352955868,Mining
PHL,0.0742810917875577,Mining
IND,0.0462759788094418,Mining
SRB,0.0372599891325927,Mining
BRA,0.0426641554174148,Mining
MDA,0.022063026330831,Mining
VNM,0.0550806147550046,Mining
DEU,0.0189068575055633,Mining
USA,0.056211884412358,Mining
UKR,0.034255759627062,Mining
DZA,0.0391905296210309,Mining
ISR,0.104293459630326,Mining
BGR,0.0063458487572711,Mining
GBR,0.0384083244764571,Mining
TUR,0.18752017904423,Mining
ITA,0.0,Mining
NZL,0.0428622200071505,Mining
FRA,0.015670221607224,Mining
AUS,0.0855734352813085,Mining
ZAF,0.0795527108762041,Mining
MNE,0.0313262749598904,Mining
ALB,-0.233041427685433,Mining
CAN,0.061943778258259,Mining
SGP,-0.0319985557385766,Mining
NOR,0.0020123602551069,Mining
MAR,0.0096486815235633,Mining
SVN,0.0321854542249442,Mining
DNK,0.0129310896410519,Mining
SWE,0.0115898394339136,Mining
RUS,-0.0203369577115335,Mining
LTU,0.0573256208606263,Mining
HRV,0.0323598435462842,Mining
ESP,-0.0173551440065786,Mining
MKD,0.0180747922437674,Mining
PRT,0.0072463768115942,Mining
NLD,0.0153866989588318,Mining
MEX,0.128750667423458,Mining
BIH,0.0295978906559097,Mining
IDN,0.0802872313910367,Mining
IRN,0.399699175559261,Mining
ISL,0.0453416551300194,Mining
SVK,0.0139703292282065,Mining
TWN,0.0348663358985781,Mining
HKG,0.0943963002184151,Mining
