Country,NUTS2_ID,NUTS_NAME,NUTS1_ID,Growth_Rate
ALB,AL01,Veri,AL0,0.5470494818470265
ALB,AL02,Qender,AL0,0.46709427247494395
ALB,AL03,Jug,AL0,0.4801515672379798
AUT,AT11,Burgenland,AT1,0.4236691317237222
AUT,AT12,Niederösterreich,AT1,0.6763438263519943
AUT,AT13,Wien,AT1,0.9835974733955586
AUT,AT21,Kärnten,AT2,0.24954524776835896
AUT,AT22,Steiermark,AT2,0.3606295438070676
AUT,AT31,Oberösterreich,AT3,0.4300997987520784
AUT,AT32,Salzburg,AT3,0.4234542948224226
AUT,AT33,Tirol,AT3,0.1809638370063763
AUT,AT34,Vorarlberg,AT3,0.883087986058134
BEL,BE22,Prov. Limburg (BE),BE2,0.8053350148964408
BEL,BE23,Prov. Oost-Vlaanderen,BE2,0.6752005139926839
BEL,BE34,Prov. Luxembourg (BE),BE3,0.12569473485033988
BEL,BE35,Prov. Namur,BE3,0.18881026373697363
BEL,BE24,Prov. Vlaams-Brabant,BE2,0.5426296885118984
BEL,BE25,Prov. West-Vlaanderen,BE2,0.04361169485530125
BEL,BE31,Prov. Brabant wallon,BE3,0.895608324227403
BEL,BE32,Prov. Hainaut,BE3,0.44378078278201416
BEL,BE33,Prov. Liège,BE3,0.14025019961667007
BEL,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,BE1,0.5842199881762355
BEL,BE21,Prov. Antwerpen,BE2,0.21246365229326636
BGR,BG31,Severozapaden,BG3,0.6810229251377713
BGR,BG32,Severen tsentralen,BG3,0.4872975131871655
BGR,BG33,Severoiztochen,BG3,0.3566841292247792
BGR,BG34,Yugoiztochen,BG3,0.10333206902868286
BGR,BG41,Yugozapaden,BG4,0.052728934319078435
BGR,BG42,Yuzhen tsentralen,BG4,0.45383025608138794
CHE,CH07,Ticino,CH0,0.6537763249371251
CHE,CH01,Région lémanique,CH0,0.7092236277960233
CHE,CH02,Espace Mittelland,CH0,0.00288358393300725
CHE,CH03,Nordwestschweiz,CH0,0.37493428172492116
CHE,CH04,Zürich,CH0,0.8863003990506657
CHE,CH05,Ostschweiz,CH0,0.6933973294667725
CHE,CH06,Zentralschweiz,CH0,0.2745664627191402
CYP,CY00,Kýpros,CY0,0.22517772830825045
CZE,CZ02,Střední Čechy,CZ0,0.4413747106084024
CZE,CZ03,Jihozápad,CZ0,0.6053416676728629
CZE,CZ04,Severozápad,CZ0,0.8285234235398298
CZE,CZ05,Severovýchod,CZ0,0.7732083323643536
CZE,CZ06,Jihovýchod,CZ0,0.23441343460979092
CZE,CZ07,Střední Morava,CZ0,0.9664466743094218
CZE,CZ08,Moravskoslezsko,CZ0,0.8578336931145905
CZE,CZ01,Praha,CZ0,0.5037694016744618
DEU,DEB1,Koblenz,DEB,0.7013122097085744
DEU,DEB2,Trier,DEB,0.09679907776203833
DEU,DE13,Freiburg,DE1,0.20142250249087268
DEU,DE72,Gießen,DE7,0.2451808411911789
DEU,DEB3,Rheinhessen-Pfalz,DEB,0.5511763078597113
DEU,DE14,Tübingen,DE1,0.048858382437683145
