State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.638673711675325
AK,2,Alaska,0.1596143295600463
AZ,4,Arizona,0.17986028228005801
AR,5,Arkansas,0.23614695901634908
CA,6,California,0.5663670611165579
CO,8,Colorado,0.3819860169781356
CT,9,Connecticut,0.4138411569609368
DE,10,Delaware,0.9024084419426672
DC,11,District of Columbia,0.25255173743515247
FL,12,Florida,0.3171893893699952
GA,13,Georgia,0.7879581115867728
HI,15,Hawaii,0.6854017211078796
ID,16,Idaho,0.4734316786963213
IL,17,Illinois,0.5851356061466408
IN,18,Indiana,0.5393435757856238
IA,19,Iowa,0.0012704236731426732
KS,20,Kansas,0.189363623388751
KY,21,Kentucky,0.9746668329590656
LA,22,Louisiana,0.6363801848966799
ME,23,Maine,0.5550074792410898
MD,24,Maryland,0.557565511762271
MA,25,Massachusetts,0.45956789658083075
MI,26,Michigan,0.9467531709767298
MN,27,Minnesota,0.6988917769941928
MS,28,Mississippi,0.8978930949619981
MO,29,Missouri,0.9391286523695751
MT,30,Montana,0.16983397243744314
NE,31,Nebraska,0.405270931787569
NV,32,Nevada,0.5939270219892739
NH,33,New Hampshire,0.301988397631921
NJ,34,New Jersey,0.7615371922403668
NM,35,New Mexico,0.3901976398478334
NY,36,New York,0.9783167262990523
NC,37,North Carolina,0.21857406428196102
ND,38,North Dakota,0.10502933433076578
OH,39,Ohio,0.9071198457108106
OK,40,Oklahoma,0.7439250518780341
OR,41,Oregon,0.40662525818938167
PA,42,Pennsylvania,0.690263319862243
RI,44,Rhode Island,0.7930748515119479
SC,45,South Carolina,0.9038578986565575
SD,46,South Dakota,0.24669088319358157
TN,47,Tennessee,0.4911436591836469
TX,48,Texas,0.7385472311023451
UT,49,Utah,0.7481509884784676
VT,50,Vermont,0.07666359276592771
VA,51,Virginia,0.9746465489622648
WA,53,Washington,0.3974831627015192
WV,54,West Virginia,0.9547687913325423
WI,55,Wisconsin,0.8139254791883463
WY,56,Wyoming,0.11442047737462291
PR,72,Puerto Rico,0.06438633381677028
