State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.7754002372905275
AK,2,Alaska,0.5040877059293412
AZ,4,Arizona,0.33053633452309616
AR,5,Arkansas,0.33784305762792655
CA,6,California,0.9972713043459392
CO,8,Colorado,0.12582531655304452
CT,9,Connecticut,0.9138118829394725
DE,10,Delaware,0.6307692593717596
DC,11,District of Columbia,0.5340261979981131
FL,12,Florida,0.5353499246150794
GA,13,Georgia,0.03232659389800785
HI,15,Hawaii,0.14476112003146413
ID,16,Idaho,0.6901654396850747
IL,17,Illinois,0.22142969161924952
IN,18,Indiana,0.8437496080647295
IA,19,Iowa,0.25347697744514086
KS,20,Kansas,0.4950108108137873
KY,21,Kentucky,0.009968401024827878
LA,22,Louisiana,0.8686930309040461
ME,23,Maine,0.8979302749793674
MD,24,Maryland,0.5321411840558153
MA,25,Massachusetts,0.7882277778761515
MI,26,Michigan,0.9011123382608258
MN,27,Minnesota,0.9800921236558
MS,28,Mississippi,0.9012461691810026
MO,29,Missouri,0.32128543310819946
MT,30,Montana,0.3512851634319625
NE,31,Nebraska,0.46668320524944484
NV,32,Nevada,0.9979339551630956
NH,33,New Hampshire,0.18093351789848378
NJ,34,New Jersey,0.47220658371398616
NM,35,New Mexico,0.33578550265022633
NY,36,New York,0.2224465443442316
NC,37,North Carolina,0.00022165954198438698
ND,38,North Dakota,0.9467273690310157
OH,39,Ohio,0.9693443832711428
OK,40,Oklahoma,0.14176189016577245
OR,41,Oregon,0.09013763611645698
PA,42,Pennsylvania,0.5825476132731935
RI,44,Rhode Island,0.46316203127942923
SC,45,South Carolina,0.2621464725815139
SD,46,South Dakota,0.0978884487099635
TN,47,Tennessee,0.9810002493679615
TX,48,Texas,0.9859853264425331
UT,49,Utah,0.36908048569922314
VT,50,Vermont,0.4083073161217823
VA,51,Virginia,0.0791428264735814
WA,53,Washington,0.23377137083353206
WV,54,West Virginia,0.12633343861904
WI,55,Wisconsin,0.6661194510706939
WY,56,Wyoming,0.2119462199233847
PR,72,Puerto Rico,0.4059549762733
