Country,Growth_Rate,Sector
MAR,0.0137111346428513,Consumer_Products
RUS,-0.0274452072844442,Consumer_Products
FIN,0.0011561789234269,Consumer_Products
VNM,0.0570221076541109,Consumer_Products
KOR,0.0393813407630221,Consumer_Products
BRA,0.051667708931354,Consumer_Products
TWN,0.0217708137604977,Consumer_Products
GRC,0.0023110706619736,Consumer_Products
EST,0.038227660181263,Consumer_Products
PHL,0.0560961432370393,Consumer_Products
TUR,0.155562406966844,Consumer_Products
COL,0.023597655782801,Consumer_Products
IRN,0.228015425425202,Consumer_Products
USA,0.0521180699717592,Consumer_Products
FRA,0.0166745776988739,Consumer_Products
ZAF,0.0681277165816056,Consumer_Products
THA,0.0,Consumer_Products
HKG,0.0127492135220568,Consumer_Products
MNE,0.0004420587011456,Consumer_Products
DEU,0.0217391304347827,Consumer_Products
NLD,0.0245503764611856,Consumer_Products
LUX,0.0275119688884905,Consumer_Products
IND,0.0610371415256779,Consumer_Products
ESP,0.006415304371274,Consumer_Products
HUN,0.0322703387422274,Consumer_Products
LVA,0.0349656402105771,Consumer_Products
SWE,0.0115181100416784,Consumer_Products
DZA,0.010915681715487,Consumer_Products
NZL,0.0269610254397275,Consumer_Products
NOR,0.0046087267202604,Consumer_Products
JPN,0.013147469220162,Consumer_Products
MEX,0.098605430149576,Consumer_Products
POL,0.0354876759819051,Consumer_Products
PRT,0.0195298322025854,Consumer_Products
CAN,0.0569896981395386,Consumer_Products
BGR,0.0239865388509807,Consumer_Products
CHE,0.0070187469412037,Consumer_Products
SRB,0.0347826086956522,Consumer_Products
MYS,0.0213284002339595,Consumer_Products
SVK,0.0216748333029138,Consumer_Products
UKR,0.0351923415476745,Consumer_Products
CZE,0.0250004830611168,Consumer_Products
GBR,0.0418777792641385,Consumer_Products
AUS,0.0417704083325512,Consumer_Products
BEL,0.0187302939777836,Consumer_Products
HRV,0.0112264400878055,Consumer_Products
SGP,-0.0022146937353473,Consumer_Products
DNK,0.0234509037543769,Consumer_Products
PAK,0.101506039288183,Consumer_Products
MKD,0.0233009708737864,Consumer_Products
SVN,0.0119504359420659,Consumer_Products
ALB,-0.0369546303097163,Consumer_Products
AUT,0.0204605815871842,Consumer_Products
ITA,0.0092183195678912,Consumer_Products
MDA,0.0295270748629172,Consumer_Products
MLT,0.0367507331810613,Consumer_Products
ISR,0.0226277372262773,Consumer_Products
BIH,0.0222323786309161,Consumer_Products
IDN,0.0823552521730591,Consumer_Products
KAZ,0.0699429155481424,Consumer_Products
ROU,0.0395565574608803,Consumer_Products
LTU,0.0617840704947058,Consumer_Products
ISL,0.0394522884265917,Consumer_Products
