Country,Size,Sector,Industry,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,EWS
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650090,True,False,False,Severe
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650091,True,True,False,Medium
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650092,True,False,False,Medium
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650093,False,True,False,High
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650094,True,False,False,Severe
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650095,False,False,True,Severe
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650096,True,False,False,Medium
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650097,False,True,True,Medium
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650098,True,False,False,High
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650099,True,True,False,Severe
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650101,False,True,True,Medium
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650102,True,False,False,High
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650103,False,True,True,Low
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650104,True,True,False,Medium
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650105,False,False,True,Severe
HRV,Large,Technology,Software,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650106,False,False,True,Medium
HRV,Large,Technology,Hardware,"Požeško-slavonska županija, Panonska Hrvatska, Hrvatska, HRV",HR023,,,Name3650108,True,False,False,Medium
