State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.5405520321235919
AK,2,Alaska,0.9457165127196918
AZ,4,Arizona,0.2398683060900988
AR,5,Arkansas,0.6762221017677655
CA,6,California,0.5517520274744983
CO,8,Colorado,0.2743718268515275
CT,9,Connecticut,0.2240908574003092
DE,10,Delaware,0.6332961656117266
DC,11,District of Columbia,0.15735299767974964
FL,12,Florida,0.32612372440538884
GA,13,Georgia,0.5667073171360623
HI,15,Hawaii,0.6857076329120037
ID,16,Idaho,0.4329797260944154
IL,17,Illinois,0.5931640159600756
IN,18,Indiana,0.2100957823216658
IA,19,Iowa,0.48404748981393575
KS,20,Kansas,0.2997875958453876
KY,21,Kentucky,0.1782795782964285
LA,22,Louisiana,0.5750344921407596
ME,23,Maine,0.9812558605665082
MD,24,Maryland,0.507934281863909
MA,25,Massachusetts,0.7003348057017669
MI,26,Michigan,0.03098409941560487
MN,27,Minnesota,0.8770883057503501
MS,28,Mississippi,0.564736174875941
MO,29,Missouri,0.0023176445701480475
MT,30,Montana,0.4675558188173925
NE,31,Nebraska,0.894015077215272
NV,32,Nevada,0.18291683318083252
NH,33,New Hampshire,0.23939678788114538
NJ,34,New Jersey,0.14329632403594927
NM,35,New Mexico,0.3287621147918779
NY,36,New York,0.06428120998035292
NC,37,North Carolina,0.152144807851887
ND,38,North Dakota,0.942916622998673
OH,39,Ohio,0.09000922897668306
OK,40,Oklahoma,0.5796523277373753
OR,41,Oregon,0.13863185676516
PA,42,Pennsylvania,0.8095833694737844
RI,44,Rhode Island,0.38622927000470164
SC,45,South Carolina,0.04406379037268404
SD,46,South Dakota,0.6474352183476031
TN,47,Tennessee,7.908677087564708e-05
TX,48,Texas,0.1863783113687837
UT,49,Utah,0.31467247482911775
VT,50,Vermont,0.17079096772495583
VA,51,Virginia,0.9850909205875915
WA,53,Washington,0.43976784721189255
WV,54,West Virginia,0.86221552388479
WI,55,Wisconsin,0.027322927492955618
WY,56,Wyoming,0.37803636937721286
PR,72,Puerto Rico,0.02023576959358897
