State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.8895892483318694
AK,2,Alaska,0.4521719925170987
AZ,4,Arizona,0.2742439328919283
AR,5,Arkansas,0.9576209372614364
CA,6,California,0.01077040538765317
CO,8,Colorado,0.3839901021100849
CT,9,Connecticut,0.37065525718864667
DE,10,Delaware,0.4638795652547528
DC,11,District of Columbia,0.7058226582108712
FL,12,Florida,0.809013468665056
GA,13,Georgia,0.9497894013865588
HI,15,Hawaii,0.1979235848309645
ID,16,Idaho,0.036319423772348536
IL,17,Illinois,0.9539235385201361
IN,18,Indiana,0.17280486959889785
IA,19,Iowa,0.6710227959730729
KS,20,Kansas,0.945194892924503
KY,21,Kentucky,0.9954635461034911
LA,22,Louisiana,0.3991850459926878
ME,23,Maine,0.27089800072184433
MD,24,Maryland,0.9272811369701155
MA,25,Massachusetts,0.2818918222388377
MI,26,Michigan,0.11110060930265742
MN,27,Minnesota,0.46784772358441007
MS,28,Mississippi,0.7062225281786559
MO,29,Missouri,0.5933510930541609
MT,30,Montana,0.026191679497192588
NE,31,Nebraska,0.4697360603975129
NV,32,Nevada,0.4968106047037645
NH,33,New Hampshire,0.2849285301931187
NJ,34,New Jersey,0.754483013495426
NM,35,New Mexico,0.22229481042097532
NY,36,New York,0.857272449793646
NC,37,North Carolina,0.4650166090114446
ND,38,North Dakota,0.520150452645928
OH,39,Ohio,0.282787770637832
OK,40,Oklahoma,0.19121656663663633
OR,41,Oregon,0.660730345402121
PA,42,Pennsylvania,0.8397993607399421
RI,44,Rhode Island,0.2245578389406192
SC,45,South Carolina,0.9943404739167275
SD,46,South Dakota,0.9327234038005359
TN,47,Tennessee,0.7812936279162821
TX,48,Texas,0.05863878985585558
UT,49,Utah,0.8127943147042287
VT,50,Vermont,0.8146951284550176
VA,51,Virginia,0.9555836278499633
WA,53,Washington,0.48279235486921124
WV,54,West Virginia,0.60392207849926
WI,55,Wisconsin,0.2502706618770526
WY,56,Wyoming,0.008782516932751672
PR,72,Puerto Rico,0.3971852373091579
