Country,Size,Sector,Industry,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,EWS
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174844,True,True,False,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174845,False,False,True,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174846,False,True,True,Medium
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174847,False,True,False,High
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174848,True,True,False,Medium
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174849,True,True,False,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174850,True,False,False,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174851,True,True,False,Medium
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174852,False,False,True,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174854,True,True,False,Low
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174855,False,False,True,Medium
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174856,False,True,False,High
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174857,True,True,False,High
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174858,False,True,True,High
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174859,True,True,False,High
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174860,True,False,False,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174861,False,True,True,Severe
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174862,False,True,False,Medium
SRB,Large,Technology,Software,"Zapadnobačka oblast , Autonomous Province of Vojvodina, Serbia - sever, SRB",RS121,,,Name5174863,True,True,False,Medium
