State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.7716174096140435
AK,2,Alaska,0.168976519374901
AZ,4,Arizona,0.7101755244200768
AR,5,Arkansas,0.8203601974960298
CA,6,California,0.9034955761302401
CO,8,Colorado,0.5033991434330287
CT,9,Connecticut,0.016787330487204377
DE,10,Delaware,0.4606671159296257
DC,11,District of Columbia,0.4042572886409238
FL,12,Florida,0.9056070636725274
GA,13,Georgia,0.8505986552569663
HI,15,Hawaii,0.912767526735765
ID,16,Idaho,0.034875942304063434
IL,17,Illinois,0.7844827859116342
IN,18,Indiana,0.6149301149737044
IA,19,Iowa,0.6708111042940741
KS,20,Kansas,0.6411766915020274
KY,21,Kentucky,0.46704290441450624
LA,22,Louisiana,0.3382677776854016
ME,23,Maine,0.9455601447970917
MD,24,Maryland,0.8580088580808638
MA,25,Massachusetts,0.7816598702136086
MI,26,Michigan,0.969260419741562
MN,27,Minnesota,0.9545512960784877
MS,28,Mississippi,0.33741184377806577
MO,29,Missouri,0.19373517306600552
MT,30,Montana,0.314555610775075
NE,31,Nebraska,0.44844826130138926
NV,32,Nevada,0.2460358761849204
NH,33,New Hampshire,0.9655021459567911
NJ,34,New Jersey,0.13801633622277687
NM,35,New Mexico,0.9101800933308071
NY,36,New York,0.9252045652427567
NC,37,North Carolina,0.25235463220885124
ND,38,North Dakota,0.3545751302045178
OH,39,Ohio,0.9066998891163676
OK,40,Oklahoma,0.8131581518536283
OR,41,Oregon,0.6222674891340167
PA,42,Pennsylvania,0.8483394806632684
RI,44,Rhode Island,0.8424658983928018
SC,45,South Carolina,0.05754155690989071
SD,46,South Dakota,0.8570410235071412
TN,47,Tennessee,0.431495756355071
TX,48,Texas,0.7154376548547151
UT,49,Utah,0.7353544761147405
VT,50,Vermont,0.9624654199156684
VA,51,Virginia,0.9780704171263421
WA,53,Washington,0.11221050758464135
WV,54,West Virginia,0.8168246217508113
WI,55,Wisconsin,0.9172611233543607
WY,56,Wyoming,0.06586055587878448
PR,72,Puerto Rico,0.3961067591273808
