State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.6073764615488318
AK,2,Alaska,0.9646540952915317
AZ,4,Arizona,0.9823025232469694
AR,5,Arkansas,0.48338919565971206
CA,6,California,0.2408173676165516
CO,8,Colorado,0.03218227556350417
CT,9,Connecticut,0.32646954444346366
DE,10,Delaware,0.16191751564743728
DC,11,District of Columbia,0.022009757536735508
FL,12,Florida,0.7759417068005234
GA,13,Georgia,0.7062415109968218
HI,15,Hawaii,0.8588970081092774
ID,16,Idaho,0.936049744599023
IL,17,Illinois,0.9022826749528006
IN,18,Indiana,0.5172480571512411
IA,19,Iowa,0.2361871493685358
KS,20,Kansas,0.005503894905290352
KY,21,Kentucky,0.5335149603706493
LA,22,Louisiana,0.2857039057902854
ME,23,Maine,0.7870696143593813
MD,24,Maryland,0.32306561805343337
MA,25,Massachusetts,0.09743296075322638
MI,26,Michigan,0.8072954339930803
MN,27,Minnesota,0.14805549491515868
MS,28,Mississippi,0.048574839970712214
MO,29,Missouri,0.23166932180173294
MT,30,Montana,0.8351887840966123
NE,31,Nebraska,0.8770889176873327
NV,32,Nevada,0.10066836426227921
NH,33,New Hampshire,0.6034672867501782
NJ,34,New Jersey,0.6331414472999509
NM,35,New Mexico,0.1808426483822153
NY,36,New York,0.6303499457051311
NC,37,North Carolina,0.3502772431952196
ND,38,North Dakota,0.043646266143080203
OH,39,Ohio,0.09734392581285489
OK,40,Oklahoma,0.38081896449304387
OR,41,Oregon,0.09283579508721718
PA,42,Pennsylvania,0.18236862737220727
RI,44,Rhode Island,0.6540668913936488
SC,45,South Carolina,0.9877578501843857
SD,46,South Dakota,0.5068685945294134
TN,47,Tennessee,0.483172246795346
TX,48,Texas,0.7739149623236231
UT,49,Utah,0.26570282314327776
VT,50,Vermont,0.64593533326564
VA,51,Virginia,0.8105187764309029
WA,53,Washington,0.49425794009700097
WV,54,West Virginia,0.8824112916491745
WI,55,Wisconsin,0.3398354541815203
WY,56,Wyoming,0.04143150027939824
PR,72,Puerto Rico,0.3873675013824217
