State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.15114901530697422
AK,2,Alaska,0.2800017797004172
AZ,4,Arizona,0.517935096510645
AR,5,Arkansas,0.5080986548371029
CA,6,California,0.28736183642966506
CO,8,Colorado,0.6295378890213083
CT,9,Connecticut,0.4110581445545669
DE,10,Delaware,0.474422332926677
DC,11,District of Columbia,0.31593336834441543
FL,12,Florida,0.2806636757941231
GA,13,Georgia,0.3037454531877346
HI,15,Hawaii,0.2942014911939447
ID,16,Idaho,0.06575222723394059
IL,17,Illinois,0.46761599745512594
IN,18,Indiana,0.30160961940938313
IA,19,Iowa,0.997955081280655
KS,20,Kansas,0.8796521782419162
KY,21,Kentucky,0.6657827892135464
LA,22,Louisiana,0.4506511629789408
ME,23,Maine,0.5597387897219629
MD,24,Maryland,0.25116390086053986
MA,25,Massachusetts,0.2354508301735183
MI,26,Michigan,0.6635756088837337
MN,27,Minnesota,0.43179003284361295
MS,28,Mississippi,0.9709426248609773
MO,29,Missouri,0.8511724173494342
MT,30,Montana,0.15813423451302133
NE,31,Nebraska,0.9165569607782315
NV,32,Nevada,0.07310873490329828
NH,33,New Hampshire,0.6662165183046055
NJ,34,New Jersey,0.7454244861578163
NM,35,New Mexico,0.12376098678698821
NY,36,New York,0.06577174933846563
NC,37,North Carolina,0.0994637990671583
ND,38,North Dakota,0.883278606461461
OH,39,Ohio,0.8660384335566496
OK,40,Oklahoma,0.13603564789421274
OR,41,Oregon,0.23578328672198612
PA,42,Pennsylvania,0.6588365869125944
RI,44,Rhode Island,0.9084477783797569
SC,45,South Carolina,0.9574832163057646
SD,46,South Dakota,0.45894949240240557
TN,47,Tennessee,0.7513197157236623
TX,48,Texas,0.9493590264193827
UT,49,Utah,0.05569605321350979
VT,50,Vermont,0.5215706911101057
VA,51,Virginia,0.23608393852665832
WA,53,Washington,0.2554987395266519
WV,54,West Virginia,0.47367873985174913
WI,55,Wisconsin,0.322444276914284
WY,56,Wyoming,0.16631895923848772
PR,72,Puerto Rico,0.9537333205138263
