Country,Growth_Rate,Sector
NLD,0.024297404267358,HiTech
MYS,0.0153336860161272,HiTech
HKG,0.0349354784050766,HiTech
PAK,0.116589471120748,HiTech
IRN,0.208957028296162,HiTech
EST,0.0287537811315716,HiTech
MNE,0.0187582211500779,HiTech
CAN,0.0670627963415582,HiTech
CHE,0.0264618690435925,HiTech
BEL,0.0234894608148564,HiTech
AUS,0.103748167795072,HiTech
PRT,0.0140207649303399,HiTech
MKD,0.017825311942959,HiTech
SVN,0.0184368596085573,HiTech
MDA,0.0347252136770165,HiTech
MLT,0.0447865114638675,HiTech
USA,0.063685765794127,HiTech
FIN,0.016603844181457,HiTech
BIH,0.019163763066202,HiTech
TUR,0.185852250221921,HiTech
LTU,0.0716591680311679,HiTech
MEX,0.126834835383667,HiTech
KAZ,0.085213987162263,HiTech
NOR,-0.0165633155250401,HiTech
COL,0.0490520116229742,HiTech
DNK,0.054442405229971,HiTech
ESP,0.0097751710654936,HiTech
JPN,0.0186062447860804,HiTech
SGP,-0.0165978436327909,HiTech
SWE,0.0070274194849546,HiTech
BGR,0.0136986301369864,HiTech
HUN,0.0257954431052109,HiTech
VNM,0.0626754038220208,HiTech
BRA,0.0847897055117203,HiTech
ITA,0.0199041502138863,HiTech
CZE,0.0264693379676586,HiTech
DZA,0.0484116016171534,HiTech
GBR,0.0360603446872916,HiTech
LUX,0.045647561462012,HiTech
POL,0.0463424896315441,HiTech
DEU,0.032258064516129,HiTech
MAR,0.0276877175893326,HiTech
AUT,0.0408088006402259,HiTech
FRA,0.0207246304941375,HiTech
NZL,0.0503395109000868,HiTech
ISR,0.0703764735707948,HiTech
SVK,0.0094713375969323,HiTech
LVA,0.0144480543947019,HiTech
RUS,-0.0124353166352938,HiTech
TWN,0.0244666059186164,HiTech
PHL,0.0603335935914597,HiTech
UKR,0.054058862686271,HiTech
IND,0.0917754555708017,HiTech
ROU,0.0495938455879785,HiTech
HRV,0.0070017134332379,HiTech
IDN,0.0864997466593444,HiTech
ALB,-0.201188767602007,HiTech
GRC,0.0126046181255113,HiTech
ZAF,0.0733040323660332,HiTech
SRB,0.0322375949635939,HiTech
THA,0.0121119992154171,HiTech
KOR,0.0480293347815612,HiTech
ISL,0.0431984895018664,HiTech
