State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.5328638369930627
AK,2,Alaska,0.14859059246100503
AZ,4,Arizona,0.9710931041490705
AR,5,Arkansas,0.5882591983755214
CA,6,California,0.577471710492161
CO,8,Colorado,0.8697129414395435
CT,9,Connecticut,0.012782318219106803
DE,10,Delaware,0.33578097084176484
DC,11,District of Columbia,0.5692116179764728
FL,12,Florida,0.46473245904350846
GA,13,Georgia,0.950931879965467
HI,15,Hawaii,0.5467866561744386
ID,16,Idaho,0.06538803187812858
IL,17,Illinois,0.21394520542957862
IN,18,Indiana,0.7574332770455134
IA,19,Iowa,0.507428551910007
KS,20,Kansas,0.5709755872986615
KY,21,Kentucky,0.1443104833645582
LA,22,Louisiana,0.09986761866984817
ME,23,Maine,0.6986003340440077
MD,24,Maryland,0.24004270783349435
MA,25,Massachusetts,0.4881268770008652
MI,26,Michigan,0.21601141798990475
MN,27,Minnesota,0.31119618079624645
MS,28,Mississippi,0.3291765870157958
MO,29,Missouri,0.2690407613989775
MT,30,Montana,0.9423639979525164
NE,31,Nebraska,0.4808220175977681
NV,32,Nevada,0.4307945954688519
NH,33,New Hampshire,0.47532086064275936
NJ,34,New Jersey,0.24175132828556234
NM,35,New Mexico,0.468366121935201
NY,36,New York,0.75118106372946
NC,37,North Carolina,0.2549824373939281
ND,38,North Dakota,0.964694057777935
OH,39,Ohio,0.16671996786155963
OK,40,Oklahoma,0.656244502334437
OR,41,Oregon,0.7902741919758709
PA,42,Pennsylvania,0.7513198876549759
RI,44,Rhode Island,0.6750304810801028
SC,45,South Carolina,0.662822429799624
SD,46,South Dakota,0.6433598987768356
TN,47,Tennessee,0.3806364222494455
TX,48,Texas,0.35313995196434456
UT,49,Utah,0.9287842178854148
VT,50,Vermont,0.07899407955257642
VA,51,Virginia,0.6198601347271632
WA,53,Washington,0.4220053820711034
WV,54,West Virginia,0.3925362487674183
WI,55,Wisconsin,0.2616124050601818
WY,56,Wyoming,0.6454130979368427
PR,72,Puerto Rico,0.6996531586105627
