Country,NUTS1_ID,NUTS_NAME,Growth_Rate
ALB,AL0,Shqipëria,0.6771558406459806
AUT,AT2,Südösterreich,0.013537604450820417
AUT,AT3,Westösterreich,0.04768495060648337
AUT,AT1,Ostösterreich,0.4288629096995008
BEL,BE3,Région wallonne,0.6305998840378876
BEL,BE1,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,0.7307545248792061
BEL,BE2,Vlaams Gewest,0.15224722731795026
BGR,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,0.11443297002485608
BGR,BG3,Severna i Yugoiztochna Bulgaria,0.462551596709481
CHE,CH0,Schweiz/Suisse/Svizzera,0.8316910065634708
CYP,CY0,Kýpros,0.07376665457827936
CZE,CZ0,Česko,0.7160873992059319
DEU,DEF,Schleswig-Holstein,0.22333189402053966
DEU,DE8,Mecklenburg-Vorpommern,0.8169665644958711
DEU,DEG,Thüringen,0.6917153970855894
DEU,DE9,Niedersachsen,0.1699173193047595
DEU,DE1,Baden-Württemberg,0.5256476767296953
DEU,DEA,Nordrhein-Westfalen,0.6043638832584531
DEU,DEB,Rheinland-Pfalz,0.24719399949918663
DEU,DEC,Saarland,0.747691744267556
DEU,DE2,Bayern,0.7324961746003231
DEU,DE3,Berlin,0.0034428800755353928
DEU,DED,Sachsen,0.9925257990821696
DEU,DE4,Brandenburg,0.6655532527094874
DEU,DE5,Bremen,0.47110901425642915
DEU,DE6,Hamburg,0.9157038589007195
DEU,DEE,Sachsen-Anhalt,0.6246186991874996
DEU,DE7,Hessen,0.3278900465099681
DNK,DK0,Danmark,0.53602937147205
ESP,ES2,Noreste,0.10929574466358172
ESP,ES3,Comunidad de Madrid,0.36947151139931933
ESP,ES4,Centro (ES),0.8829002149219439
ESP,ES5,Este,0.0543213400732625
ESP,ES1,Noroeste,0.5466145445018065
ESP,ES6,Sur,0.844638427022081
EST,EE0,Eesti,0.7760552081759858
FIN,FI1,Manner-Suomi,0.6610552626053926
FIN,FI2,Åland,0.5777249219268233
FRA,FRF,Grand Est,0.3838382767905003
FRA,FRK,Auvergne-Rhône-Alpes,0.5262266511628186
FRA,FRG,Pays de la Loire,0.7802227851826977
FRA,FRL,Provence-Alpes-Côte d’Azur,0.06369919526093082
FRA,FRM,Corse,0.41998587410796273
FRA,FRH,Bretagne,0.7485227042757514
FRA,FRI,Nouvelle-Aquitaine,0.6256465709148371
FRA,FRE,Hauts-de-France,0.29871107229249516
FRA,FRJ,Occitanie,0.3753082108939717
FRA,FR1,Ile-de-France,0.04281149686934271
FRA,FRC,Bourgogne-Franche-Comté,0.13650460309599066
FRA,FRD,Normandie,0.05260947704522079
FRA,FRB,Centre — Val de Loire,0.5626057382362813
HRV,HR0,Hrvatska,0.8919579854777993
HUN,HU2,Dunántúl,0.41494675676678194
HUN,HU1,Közép-Magyarország,0.4403107825375393
HUN,HU3,Alföld és Észak,0.9676918788283011
IRL,IE0,Ireland,0.9038988146881944
ISL,IS0,Ísland,0.22356881427386743
ITA,ITC,Nord-Ovest,0.9973540272946344
ITA,ITH,Nord-Est,0.1892771642625164
ITA,ITF,Sud,0.7892065864234856
ITA,ITG,Isole,0.45044346478251074
ITA,ITI,Centro (IT),0.6335188701442994
LIE,LI0,Liechtenstein,0.5184350305507247
LTU,LT0,Lietuva,0.7401501227891031
LUX,LU0,Luxembourg,0.05960478254778123
LVA,LV0,Latvija,0.551263782825625
MKD,MK0,Severna Makedonija ,0.03820048171804846
MLT,MT0,Malta,0.42453335960749994
MNE,ME0,Crna Gora,0.738342010306488
NLD,NL1,Noord-Nederland,0.4861012251215797
NLD,NL2,Oost-Nederland,0.7798092432859784
NLD,NL3,West-Nederland,0.5110012379652139
NLD,NL4,Zuid-Nederland,0.7909694223078422
NOR,NO0,Norge,0.4957057650090826
POL,PL4,Makroregion północno-zachodni,0.9350462060625809
POL,PL5,Makroregion południowo-zachodni,0.7562779611535811
POL,PL6,Makroregion północny,0.4752770627837063
POL,PL7,Makroregion centralny,0.17280327694262065
POL,PL8,Makroregion wschodni,0.02156716183958396
POL,PL9,Makroregion województwo mazowieckie,0.572716712663276
POL,PL2,Makroregion południowy,0.6662442283134816
PRT,PT3,Região Autónoma da Madeira,0.02539506205626485
PRT,PT1,Continente,0.7835953053356165
PRT,PT2,Região Autónoma dos Açores,0.7093621456632588
ROU,RO1,Macroregiunea Unu,0.7410033043367757
ROU,RO2,Macroregiunea Doi,0.7975915957972514
ROU,RO3,Macroregiunea Trei,0.11510865327016528
ROU,RO4,Macroregiunea Patru,0.9086628619182967
SRB,RS1,Serbia - sever,0.21625089745521175
SRB,RS2,Serbia - jug ,0.9806798018827894
SVK,SK0,Slovensko,0.9517550251999262
SVN,SI0,Slovenija,0.8345940600809181
SWE,SE1,Östra Sverige,0.7784554937824948
SWE,SE2,Södra Sverige,0.2958643025621105
SWE,SE3,Norra Sverige,0.05841450700498707
TUR,TR4,Doğu Marmara,0.20619073783563802
TUR,TR8,Batı Karadeniz,0.9234451253505297
TUR,TR9,Doğu Karadeniz,0.10968723839729622
TUR,TRA,Kuzeydoğu Anadolu,0.9373106533311145
TUR,TRB,Ortadoğu Anadolu,0.7353530500885461
TUR,TRC,Güneydoğu Anadolu,0.7506481825423105
TUR,TR1,İstanbul,0.8561034176466807
TUR,TR5,Batı Anadolu,0.6905214327710987
TUR,TR2,Batı Marmara,0.4144958811477515
TUR,TR6,Akdeniz,0.8811723517275489
TUR,TR7,Orta Anadolu,0.7789616579672323
TUR,TR3,Ege,0.9514005332203046
