Country,Growth_Rate
ABW,0.8732429804377049
AFG,0.04055484555256861
AGO,0.010390743710925077
AIA,0.5757037834483659
ALA,0.363052058249103
ALB,0.3827832356830264
AND,0.04644650135559081
ARE,0.7939898065668667
ARG,0.7096742649880076
ARM,0.9546768523212685
ASM,0.9128750733865323
ATA,0.2825350234071822
ATF,0.8488018372582251
ATG,0.9446162199055369
AUS,0.08275120319909934
AUT,0.7922844795366559
AZE,0.16792845762939157
BDI,0.01565917561698682
BEL,0.8207850832561435
BEN,0.6290081951948121
BES,0.9874870250867647
BFA,0.8030395163780321
BGD,0.767403345318177
BGR,0.39712843649814866
BHR,0.33542700588810337
BHS,0.8724818651779573
BIH,0.5600686529988647
BLM,0.47769873315507705
BLR,0.5844367540224173
BLZ,0.06250832365949788
BMU,0.3244613646954998
BOL,0.5484495407009928
BRA,0.5741004119019267
BRB,0.13982260266860158
BRN,0.2004607298013925
BTN,0.6809814292461501
BVT,0.8238246591961029
BWA,0.17875976483886014
CAF,0.8549167090484402
CAN,0.3094463439163482
CCK,0.9866005197959535
CHE,0.48946771895332997
CHL,0.2552641160830852
CHN,0.8501070986879362
CIV,0.7817629422525634
CMR,0.3732132559536919
COD,0.5558632300788854
COG,0.1857395998575897
COK,0.4281869113582555
COL,0.24878350328163334
COM,0.6747535628364688
CPV,0.8761008836782952
CRI,0.6940035774201314
CUB,0.3212155009558546
CUW,0.7552177256264899
CXR,0.9127574754793343
CYM,0.2949205768521258
CYP,0.7516431665651111
CZE,0.21439065435882232
DEU,0.6116141954194687
DJI,0.3907245839887241
DMA,0.9915903140422646
DNK,0.6535507969299155
DOM,0.19205965717251616
DZA,0.8959734058829402
ECU,0.3811903499472191
EGY,0.524915711994019
ERI,0.9749245388437026
ESH,0.5215576172646362
ESP,0.8632209966804241
EST,0.7239053406058826
ETH,0.16079472384888893
FIN,0.4759585521313514
FJI,0.28246861418445923
FLK,0.5969635341138583
FRA,0.9282372187364784
FRO,0.040444138106147
FSM,0.2484482753373518
GAB,0.620415502067984
GBR,0.35914135061606645
GEO,0.8378845200761369
GGY,0.9949450879387981
GHA,0.5412225949630323
GIB,0.46302181959247446
GIN,0.8954908869212891
GLP,0.5255078497562751
GMB,0.3653946895170116
GNB,0.8062563841331911
GNQ,0.45541829705828785
GRC,0.0037047314855856994
