State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.23522113849560466
AK,2,Alaska,0.11591906167168153
AZ,4,Arizona,0.002574792129138359
AR,5,Arkansas,0.7496758823123093
CA,6,California,0.778377965489785
CO,8,Colorado,0.09874027755328985
CT,9,Connecticut,0.6447664099222538
DE,10,Delaware,0.30153452960563154
DC,11,District of Columbia,0.6878451213806029
FL,12,Florida,0.6241198244032551
GA,13,Georgia,0.8786848129108584
HI,15,Hawaii,0.958940674912666
ID,16,Idaho,0.3435074290510085
IL,17,Illinois,0.5043287856585763
IN,18,Indiana,0.07859256964402406
IA,19,Iowa,0.7169469064940027
KS,20,Kansas,0.020084100276092864
KY,21,Kentucky,0.5423950840900896
LA,22,Louisiana,0.21292930049777414
ME,23,Maine,0.46188950416626184
MD,24,Maryland,0.9505135120736941
MA,25,Massachusetts,0.3390030129536332
MI,26,Michigan,0.28880396478347214
MN,27,Minnesota,0.21045808438769043
MS,28,Mississippi,0.807836028774629
MO,29,Missouri,0.36749816617302355
MT,30,Montana,0.4919771792089578
NE,31,Nebraska,0.4326058075142343
NV,32,Nevada,0.799290968657833
NH,33,New Hampshire,0.7532130171051642
NJ,34,New Jersey,0.434294918689334
NM,35,New Mexico,0.07717255440106774
NY,36,New York,0.29336830347008946
NC,37,North Carolina,0.13164129216498677
ND,38,North Dakota,0.2595326280272091
OH,39,Ohio,0.4257165326247221
OK,40,Oklahoma,0.25141277739750156
OR,41,Oregon,0.50648187096089
PA,42,Pennsylvania,0.2538394641372813
RI,44,Rhode Island,0.4108334106163979
SC,45,South Carolina,0.24828990561147757
SD,46,South Dakota,0.6803311025687017
TN,47,Tennessee,0.001893511500583478
TX,48,Texas,0.6855506998338798
UT,49,Utah,0.6658748469779318
VT,50,Vermont,0.7940843218437662
VA,51,Virginia,0.5044706678550593
WA,53,Washington,0.5047407974362582
WV,54,West Virginia,0.33228526026549854
WI,55,Wisconsin,0.2227749265723873
WY,56,Wyoming,0.036749191912175294
PR,72,Puerto Rico,0.7853033347914413
