Country,Size,Sector,Industry,Location,NUTS3_ID,COUNTY_ID,State,Name,Growth,Borrow,Shrink,EWS
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316721,True,False,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316722,False,False,True,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316723,False,True,False,High
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316724,True,True,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316725,True,False,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316726,True,False,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316727,True,False,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316728,True,True,False,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316729,False,False,True,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316730,False,True,True,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316731,True,True,False,High
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316732,False,True,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316734,True,True,False,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316735,True,False,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316736,True,False,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316737,True,False,False,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316738,True,False,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316739,True,True,False,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316740,True,True,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316741,True,True,False,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316742,False,False,True,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316743,False,True,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316744,True,False,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316745,True,True,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316746,False,True,True,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316747,True,True,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316748,True,False,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316749,True,True,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316750,True,False,False,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316751,False,False,True,Medium
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316752,True,False,False,Severe
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316753,True,False,False,Low
USA,Large,Technology,Software,"Kendall, TX, USA",,48259.0,TX,Name16316755,True,False,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316757,False,True,True,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316758,False,True,False,Medium
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316759,True,True,False,Low
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316760,False,False,True,Medium
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316761,False,True,True,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316762,True,False,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316763,True,False,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316764,True,True,False,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316765,False,True,False,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316766,False,False,True,Medium
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316767,True,True,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316768,True,True,False,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316770,True,True,False,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316771,False,False,True,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316772,True,True,False,Medium
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316773,False,True,False,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316774,True,False,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316775,False,True,True,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316776,False,True,True,Low
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316777,False,False,True,Severe
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316778,True,True,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316779,True,False,False,Low
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316780,True,True,False,Medium
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316781,False,True,False,High
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316782,True,False,False,Medium
USA,Large,Technology,Hardware,"Kendall, TX, USA",,48259.0,TX,Name16316783,False,True,False,High
