Country,Growth_Rate
ABW,0.7658703142576367
AFG,0.2589003054655301
AGO,0.7198011849064403
AIA,0.43812352071460214
ALA,0.29165367034309564
ALB,0.3186570876876411
AND,0.5132881043505456
ARE,0.35680867658128546
ARG,0.5336519548003541
ARM,0.9599813171126693
ASM,0.34630988756238545
ATA,0.053823872719188426
ATF,0.2676515452999868
ATG,0.32091709712950356
AUS,0.041374293912015525
AUT,0.14908526381142928
AZE,0.8648782418899127
BDI,0.7660770829482377
BEL,0.5138838662795748
BEN,0.03780669616279253
BES,0.9851930921085326
BFA,0.45094126887976693
BGD,0.9234964586938521
BGR,0.7506397262359165
BHR,0.46970020419899505
BHS,0.8014227511985652
BIH,0.24264535790786135
BLM,0.05246899709011932
BLR,0.48826271909692576
BLZ,0.9992822818003202
BMU,0.9822885556496536
BOL,0.4581659339165154
BRA,0.9376618758850012
BRB,0.47039672294803414
BRN,0.09515046000108218
BTN,0.6454875178849377
BVT,0.910459424585911
BWA,0.90530339113241
CAF,0.11528574991394813
CAN,0.3599995307489061
CCK,0.9836078413554065
CHE,0.47122205290705954
CHL,0.0007621930557077938
CHN,0.47226076571329234
CIV,0.7761196015179929
CMR,0.725467398724963
COD,0.17762218638160676
COG,0.8210788116037802
COK,0.5947163178033553
COL,0.5952319879678195
COM,0.25451913274058424
CPV,0.2821050922356665
CRI,0.6403225684525377
CUB,0.09558600966085562
CUW,0.15357831418872003
CXR,0.6950626741877028
CYM,0.7051034470360534
CYP,0.9937052732116922
CZE,0.8433547173778639
DEU,0.31042840550313633
DJI,0.8038972927863673
DMA,0.8774200098348192
DNK,0.3168381362799778
DOM,0.8033765074659671
DZA,0.03885482788346384
ECU,0.8337769621332349
EGY,0.5419789619293293
ERI,0.944935881764397
ESH,0.9754361626492887
ESP,0.8880635147983049
EST,0.41720011814328806
ETH,0.9515583356619571
FIN,0.6412612095814779
FJI,0.4325760691095806
FLK,0.47791764613082754
FRA,0.8132545839473704
FRO,0.424133880403858
FSM,0.2830947042673696
GAB,0.04513156680164099
GBR,0.7980811861620684
GEO,0.8581088493508219
GGY,0.866022093511506
GHA,0.5396176839980468
GIB,0.18523197582544926
GIN,0.6072926405521434
GLP,0.439744417375705
GMB,0.4218317799027045
GNB,0.1543672285581178
GNQ,0.07891333520157773
GRC,0.8476003500534146
GRD,0.06616587007759478
GRL,0.4435265938277575
GTM,0.08239414469776785
GUF,0.9482431333738959
GUM,0.64764434697769
GUY,0.9518119675685308
HKG,0.6363435083384625
HMD,0.13138555211455738
HND,0.21033693092473849
HRV,0.4486028464570463
HTI,0.7292078139621394
HUN,0.22475391860920146
IDN,0.1923459981709239
IMN,0.15992660885410614
IND,0.6180469774249343
IOT,0.9994595403208059
IRL,0.3589325127175108
IRN,0.9629365443744098
IRQ,0.21795083724333575
ISL,0.8749774600750868
ISR,0.1817054382188611
ITA,0.020413422961016114
JAM,0.26294386389229574
JEY,0.6039900430518763
JOR,0.0956280801341921
JPN,0.4309100292066548
KAZ,0.046638644383638406
KEN,0.3499489151451285
KGZ,0.5468307025509058
KHM,0.14201650897215856
KIR,0.15172692702055923
KNA,0.8053036393375536
KOR,0.3032832205621212
KWT,0.1723959652088154
LAO,0.7265653291514687
LBN,0.6682635153106298
LBR,0.3170864593208894
LBY,0.24695409141648517
LCA,0.22849171838555038
LIE,0.33850224159247555
LKA,0.11404147644237461
LSO,0.6799075658376127
LTU,0.9251054057068672
LUX,0.912485313953877
LVA,0.2056940434385277
MAC,0.06305390638906416
MAF,0.22434406726032863
MAR,0.7392261624302386
MCO,0.2668768333124276
MDA,0.4861918184862143
MDG,0.7281328051272294
MDV,0.010179287281530613
MEX,0.5994659125927551
MHL,0.2467887628471228
MKD,0.23898982444140004
MLI,0.669558946570571
MLT,0.38977014483592165
MMR,0.44884957288874605
MNE,0.4021100570738443
MNG,0.6146696571928911
MNP,0.3700464647311845
MOZ,0.5467663650480423
MRT,0.6236041150853485
MSR,0.25325241208776883
MTQ,0.8088204849553734
MUS,0.8952500831821021
MWI,0.4665215505275364
MYS,0.49458438249942727
MYT,0.011907336055031581
NAM,0.34849605647479054
NCL,0.6473109347928229
NER,0.37116346975732595
NFK,0.5871126492329647
NGA,0.5006968120338332
NIC,0.013387182379749119
NIU,0.8412630837966028
NLD,0.6413315042696222
NOR,0.45847919817323823
NPL,0.8657906951896805
NRU,0.6044319683909978
NZL,0.9979207538619493
