State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.08490846709816668
AK,2,Alaska,0.7260654083297573
AZ,4,Arizona,0.8113940727155874
AR,5,Arkansas,0.3739670196087562
CA,6,California,0.7002974768074813
CO,8,Colorado,0.5130562785269397
CT,9,Connecticut,0.36431506022365134
DE,10,Delaware,0.6266390955896632
DC,11,District of Columbia,0.9374172732542992
FL,12,Florida,0.9186786253040635
GA,13,Georgia,0.6696003089214397
HI,15,Hawaii,0.4959999438300057
ID,16,Idaho,0.06326212267671949
IL,17,Illinois,0.6105259973316863
IN,18,Indiana,0.32337593021851563
IA,19,Iowa,0.2349415433636165
KS,20,Kansas,0.641289055413736
KY,21,Kentucky,0.6449082161579943
LA,22,Louisiana,0.7231145981415118
ME,23,Maine,0.08350849451687647
MD,24,Maryland,0.493556410214692
MA,25,Massachusetts,0.7510223279568073
MI,26,Michigan,0.29197924347034543
MN,27,Minnesota,0.7705473836707822
MS,28,Mississippi,0.5542870916239884
MO,29,Missouri,0.6109263728808789
MT,30,Montana,0.3870932838851795
NE,31,Nebraska,0.8709671489853921
NV,32,Nevada,0.09192086688517653
NH,33,New Hampshire,0.8858722761887322
NJ,34,New Jersey,0.013989309279677786
NM,35,New Mexico,0.021865151135008087
NY,36,New York,0.10959561693275177
NC,37,North Carolina,0.8458502015712362
ND,38,North Dakota,0.05207556693752535
OH,39,Ohio,0.7285326449598868
OK,40,Oklahoma,0.16485186618066627
OR,41,Oregon,0.017104975091437935
PA,42,Pennsylvania,0.2216843546953453
RI,44,Rhode Island,0.27046412043180157
SC,45,South Carolina,0.4086991367592817
SD,46,South Dakota,0.6301985844262413
TN,47,Tennessee,0.3749110111006715
TX,48,Texas,0.6216401068537062
UT,49,Utah,0.9929528057456267
VT,50,Vermont,0.24661124227613263
VA,51,Virginia,0.01809112160687143
WA,53,Washington,0.009838293502106743
WV,54,West Virginia,0.03581109324230136
WI,55,Wisconsin,0.6912725487271927
WY,56,Wyoming,0.6359125200006156
PR,72,Puerto Rico,0.19573010092842924
