State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.27643221057405265
AK,2,Alaska,0.8949799868032207
AZ,4,Arizona,0.788395926480157
AR,5,Arkansas,0.47367851633493463
CA,6,California,0.7587358316668333
CO,8,Colorado,0.6678222110814848
CT,9,Connecticut,0.8467142968403204
DE,10,Delaware,0.33371159231623815
DC,11,District of Columbia,0.5378181366880239
FL,12,Florida,0.12557503341393272
GA,13,Georgia,0.8319365008049763
HI,15,Hawaii,0.7354758795550452
ID,16,Idaho,0.6515622795756607
IL,17,Illinois,0.8356613196795643
IN,18,Indiana,0.7701592950031565
IA,19,Iowa,0.9169568625998578
KS,20,Kansas,0.03954099633298891
KY,21,Kentucky,0.8954568556976937
LA,22,Louisiana,0.17962873650725464
ME,23,Maine,0.4398372055659918
MD,24,Maryland,0.04211245380278095
MA,25,Massachusetts,0.30469741969318487
MI,26,Michigan,0.05023877204048999
MN,27,Minnesota,0.2706854221193209
MS,28,Mississippi,0.08234475322946033
MO,29,Missouri,0.01532099186351299
MT,30,Montana,0.8161016778448748
NE,31,Nebraska,0.9910674651158241
NV,32,Nevada,0.4837310083729224
NH,33,New Hampshire,0.559836926053452
NJ,34,New Jersey,0.7096859299884711
NM,35,New Mexico,0.8215527814797037
NY,36,New York,0.591577416648409
NC,37,North Carolina,0.590767633181195
ND,38,North Dakota,0.9143031138407389
OH,39,Ohio,0.8135576529603474
OK,40,Oklahoma,0.8896792176731941
OR,41,Oregon,0.7483755028103748
PA,42,Pennsylvania,0.2543009915779757
RI,44,Rhode Island,0.5892187633012232
SC,45,South Carolina,0.8874907023183518
SD,46,South Dakota,0.8729986838535352
TN,47,Tennessee,0.0330741530745029
TX,48,Texas,0.8553668495033343
UT,49,Utah,0.9260675221736568
VT,50,Vermont,0.9131311715828133
VA,51,Virginia,0.2429893595032525
WA,53,Washington,0.0035003251857641526
WV,54,West Virginia,0.42835028594028546
WI,55,Wisconsin,0.03958043938235034
WY,56,Wyoming,0.9266162861168704
PR,72,Puerto Rico,0.5303501863818596
