Country,Growth_Rate,Sector
ALB,-0.0080145712496007,All
AUS,0.0427768159147611,All
AUT,0.0168161459201681,All
BEL,0.0178399752186155,All
BGR,0.0192307692307692,All
COL,0.0172345195004318,All
ESP,-0.00228998564932592,All
FIN,0.00558634411020265,All
FRA,0.0149626403903371,All
HUN,0.0262299734954146,All
ITA,0.00889040747959225,All
KOR,0.0382288632621177,All
MDA,0.0470981047873266,All
NZL,0.0310339596036477,All
POL,0.0337155035711638,All
PRT,0,All
ROU,0.043944911781144,All
RUS,-0.0459997183162287,All
SRB,0.0385909932219564,All
SVK,0.013263370273608,All
SWE,0.00404417203321261,All
THA,-0.00289855072463763,All
UKR,0.0320855614973261,All
USA,0.0506517099375317,All
VNM,0.046834705931287,All
DEU,0.0234831485406826,All
DNK,0.0139682032899655,All
GBR,0.0190913657453548,All
IDN,0.0791584132789122,All
ISL,0.0476896790148864,All
JPN,0.0199751869519877,All
LVA,0.0191075934892032,All
MEX,0.103593121123042,All
MYS,0.0115047481570251,All
PHL,0.0596549212866927,All
SVN,0.00943050495939901,All
ZAF,0.070617845172007,All
CAN,0.045268332650553,All
CHE,0.0118254640602986,All
CZE,0.0225990896004872,All
DZA,0.0283782244859155,All
EST,0.0341875,All
HRV,0.00531787914316373,All
ISR,0.0418932961583061,All
LTU,0.0532265741380713,All
SGP,-0.00711722531288478,All
TWN,0.0237646465460539,All
MKD,0.0213871066300031,All
NOR,-0.00490640606776138,All
BIH,0.0116279069767442,All
LUX,0.00957423695826676,All
NLD,0.0216933824971051,All
PAK,0.09340674956923,All
GRC,0.00480145274315946,All
KAZ,0.0878421980294018,All
MNE,-0.00123275666319983,All
BRA,0.0578045824551032,All
IND,0.070101354939407,All
TUR,0.147166619609104,All
IRN,0.231644794454004,All
MAR,0.0235685275983251,All
HKG,0.0371978340251484,All
MLT,0.0547560085425494,All
POL,0.0898100491119346,Unassigned
GRC,0.00507297057863565,Health_Care
GRC,0.0383882632838571,Unassigned
NOR,-0.00856312647773572,Trade
BGR,0,Services
PHL,0.0547298929435971,Business_Products
NLD,0.019623402239801,Business_Products
NLD,0.024297404267358,HiTech
IND,0.106359101912654,Health_Care
IND,0.0661208980487355,EnergyExpL_Prod
IND,0.0749549185268092,Communication
CHE,0.0104486785494775,Transportation
MAR,0.0137111346428513,Consumer_Products
SRB,0.0638748926138677,Health_Care
MYS,0.0128205128205128,Business_Services
MYS,0.0136655570485718,EnergyExpL_Prod
MYS,0.00480425564973652,Construction
MYS,0.0212805050642292,Communication
MYS,0.0153336860161272,HiTech
BEL,0.0130837739446885,EnergyExpL_Prod
BEL,0.0150300412182494,Business_Products
BEL,0.0239492647954089,Unassigned
THA,0,Mining
THA,0.0302781462370333,Health_Care
SVK,0.00768284972391009,Services
ROU,0.0921123086562528,Health_Care
ESP,0.0129032258064516,Health_Care
ESP,0.00662251655629143,Communication
FIN,0.0128205128205128,Utilities
AUT,0.0285390981929379,Unassigned
UKR,0.0369042129890533,Services
EST,0.0571641523160248,Mining
