State,FIPS,States_Full,Growth_Rate
AL,1,Alabama,0.9454159797022499
AK,2,Alaska,0.32093781774015706
AZ,4,Arizona,0.33946970641477436
AR,5,Arkansas,0.23560729841226669
CA,6,California,0.3611150835864003
CO,8,Colorado,0.45956407025579094
CT,9,Connecticut,0.9348611210734118
DE,10,Delaware,0.4580501327480726
DC,11,District of Columbia,0.3966015615041403
FL,12,Florida,0.4360495223564974
GA,13,Georgia,0.3143214434670669
HI,15,Hawaii,0.04053674191655865
ID,16,Idaho,0.24187338056430063
IL,17,Illinois,0.2647144411001773
IN,18,Indiana,0.09861609644749858
IA,19,Iowa,0.689218899098502
KS,20,Kansas,0.9589788896049798
KY,21,Kentucky,0.47187683161041194
LA,22,Louisiana,0.46968408140094553
ME,23,Maine,0.20462611370160666
MD,24,Maryland,0.9015254894832102
MA,25,Massachusetts,0.9759608614050564
MI,26,Michigan,0.851338737123102
MN,27,Minnesota,0.4513586328561817
MS,28,Mississippi,0.12793695539625893
MO,29,Missouri,0.09752185810836156
MT,30,Montana,0.25836602842572043
NE,31,Nebraska,0.555934223948882
NV,32,Nevada,0.3895243973989334
NH,33,New Hampshire,0.32050553703344487
NJ,34,New Jersey,0.6745829645679687
NM,35,New Mexico,0.27277663976916544
NY,36,New York,0.010831339938750184
NC,37,North Carolina,0.29920383247608473
ND,38,North Dakota,0.5826129474473225
OH,39,Ohio,0.30666147944235267
OK,40,Oklahoma,0.9583591393519156
OR,41,Oregon,0.07067792207887502
PA,42,Pennsylvania,0.9871014348024924
RI,44,Rhode Island,0.8897550556203524
SC,45,South Carolina,0.7017562027498778
SD,46,South Dakota,0.7378275112718572
TN,47,Tennessee,0.4333592786834878
TX,48,Texas,0.014946751814405412
UT,49,Utah,0.47709186666733505
VT,50,Vermont,0.988505048437864
VA,51,Virginia,0.19275334270829303
WA,53,Washington,0.1819403485075004
WV,54,West Virginia,0.924639247655039
WI,55,Wisconsin,0.2843548402747508
WY,56,Wyoming,0.45242492817537583
PR,72,Puerto Rico,0.07851501398821203
