Country,Growth_Rate
ABW,0.0004024415481704846
AFG,0.5883791368061891
AGO,0.5945032148144976
AIA,0.5316447977681402
ALA,0.15673214871916663
ALB,0.37695499649924324
AND,0.41455094929256586
ARE,0.2770450473653404
ARG,0.6485206253681665
ARM,0.2177785290075992
ASM,0.9955568371966703
ATA,0.251932886267235
ATF,0.8671644577701949
ATG,0.4527538333214426
AUS,0.043064731169865755
AUT,0.10901429478739133
AZE,0.7076196575014774
BDI,0.27822147268365494
BEL,0.4308075793696745
BEN,0.6959717336731152
BES,0.1278244389830958
BFA,0.6043108566090245
BGD,0.8088153264221345
BGR,0.21373278135078055
BHR,0.29057704589139255
BHS,0.49423221215675184
BIH,0.45105198706989935
BLM,0.8938024194003228
BLR,0.26690616864820704
BLZ,0.6647268581818296
BMU,0.9833144571355094
BOL,0.3129994327786578
BRA,0.25866813749770723
BRB,0.1621772624577058
BRN,0.042325624899052894
BTN,0.1218084630902796
BVT,0.03178347656716085
BWA,0.827852266348439
CAF,0.013868027897447233
CAN,0.9858580035537639
CCK,0.9818563563579582
CHE,0.8261895413656931
CHL,0.054155804153126375
CHN,0.47597830697482146
CIV,0.8323698854357705
CMR,0.9046703056952038
COD,0.43968207339022747
COG,0.1653746219558736
COK,0.8160601816347324
COL,0.18709504336453153
COM,0.8067846620479957
CPV,0.2547831643460846
CRI,0.10054813775618543
CUB,0.42367354436207283
CUW,0.11193809261074117
CXR,0.4050874322673015
CYM,0.40245381709515937
CYP,0.06262010270801999
CZE,0.5268534147883787
DEU,0.7785156138914813
DJI,0.8472342912724352
DMA,0.4112881337581836
DNK,0.16888718168128036
DOM,0.4651784363699797
DZA,0.7063896158229929
ECU,0.4694578862013493
EGY,0.3021579739417535
ERI,0.041142749393795364
ESH,0.6756398815020945
ESP,0.16448397424849537
EST,0.08728715280641375
ETH,0.7644812620001459
FIN,0.6512360213454694
FJI,0.5220622438926671
FLK,0.9071554108574359
FRA,0.14193901833772515
FRO,0.9244881463379444
FSM,0.8403472164430702
GAB,0.6695781485342618
GBR,0.5061396326681257
GEO,0.8778139418934973
GGY,0.12127679571227845
GHA,0.6258408887865565
GIB,0.04367263649861941
GIN,0.200819090889215
GLP,0.14428123491157996
GMB,0.40926203374942294
GNB,0.5815113409200813
GNQ,0.3166675541592766
GRC,0.38206002614485246
GRD,0.1021226355160082
GRL,0.39898099687916944
GTM,0.252031652721624
GUF,0.9374911346361139
GUM,0.37558641776385315
GUY,0.2989290663243951
HKG,0.218444030044888
HMD,0.22738763640202486
HND,0.285287683763921
HRV,0.8613850060126079
HTI,0.1348433637269143
HUN,0.9818716110717625
IDN,0.07347569845171775
IMN,0.8528720843800376
IND,0.5441306662825891
IOT,0.75273098114867
IRL,0.6495130537147269
IRN,0.49703460782362185
IRQ,0.3674878090398509
ISL,0.7193202829714291
ISR,0.9301746817145681
ITA,0.9918349466328191
JAM,0.08940767559087826
JEY,0.23904099781501997
JOR,0.9393977787153741
JPN,0.011148829285718143
KAZ,0.9854538985110687
KEN,0.4863064135249646
KGZ,0.9816978728056786
KHM,0.1183338633552824
KIR,0.9498523428124125
KNA,0.1877440006903509
KOR,0.8186110792140904
KWT,0.10829653626739555
LAO,0.03705056098095694
LBN,0.14700175913877866
LBR,0.9561884135344204
LBY,0.4103194745108155
LCA,0.5251428827166649
LIE,0.0523820555707627
LKA,0.33973531896398224
LSO,0.9500999003195592
LTU,0.17996171611610634
LUX,0.0122937994616662
LVA,0.3481583972403155
MAC,0.044330647080575436
MAF,0.409739064025643
MAR,0.5226592526930465
MCO,0.08947081119383049
MDA,0.155011303409056
MDG,0.04662955317073425
MDV,0.8099980059774765
MEX,0.6761509337057262
MHL,0.823921346000626
MKD,0.4786013464533204
MLI,0.5316807273413731
MLT,0.05533940210302468
MMR,0.192142145046166
MNE,0.8148087230547718
MNG,0.5947831816258082
MNP,0.8881764656641915
MOZ,0.4107218839464467
MRT,0.003087824052387833
MSR,0.74361171667952
MTQ,0.27849688798438343
MUS,0.614230303175982
MWI,0.5391692812730796
MYS,0.3286762144615385
MYT,0.7969232880225474
NAM,0.376731145238127
NCL,0.4722634811947911
NER,0.21824254422057765
NFK,0.2499116133707756
NGA,0.223943341176015
NIC,0.8574821538693804
NIU,0.726492279319431
NLD,0.7376251403533288
NOR,0.7351223531850294
NPL,0.7675547586015565
NRU,0.2808425518361326
NZL,0.28050166957827627
OMN,0.2503863273834732
PAK,0.6492840000618714
PAN,0.04531175274722821
PCN,0.6642895382103915
PER,0.7457995020448582
PHL,0.585643711084178
PLW,0.05751012531775512
PNG,0.6684807418086518
POL,0.25729496024298126
PRI,0.6405768993026525
PRK,0.021115112324125662
PRT,0.8272584192443664
PRY,0.5541122337655336
PSE,0.7380703694999461
PYF,0.0828734308135991
QAT,0.9730024672704104
REU,0.1879362708160377
ROU,0.09697507679647444
RUS,0.10995696562074098
RWA,0.14324716396816195
SAU,0.11980956070708948
SDN,0.6133879805807836
SEN,0.20605532231753176
SGP,0.3323984905511639
SGS,0.03040332762407083
SHN,0.7576861466202846
SJM,0.6405943745453877
SLB,0.20166529555399715
SLE,0.1348541853418025
SLV,0.1510410000411726
SMR,0.7515024885219234
SOM,0.7463204786196168
SPM,0.9456034665346619
SRB,0.6103543454503383
SSD,0.9248175793058234
STP,0.34529900440998396
SUR,0.5417906239622575
SVK,0.8625076428529392
SVN,0.9113746134992383
SWE,0.7082787655215574
SWZ,0.27789103852177144
SXM,0.9148986522407826
SYC,0.6779934828547607
SYR,0.63932804887364
TCA,0.41597035542470817
TCD,0.6280244991041377
TGO,0.26479934520109527
THA,0.5441478853130334
TJK,0.7519448623837722
TKL,0.4924818979249521
TKM,0.6835901869279275
TLS,0.6924540183185968
TON,0.4502376919706562
TTO,0.3356429804131903
TUN,0.38890038943055705
TUR,0.4114841305484468
TUV,0.15237794244292346
TWN,0.18391957483420418
TZA,0.7444842412392702
UGA,0.387474608464487
UKR,0.7672422768572852
UMI,0.056759746571574565
URY,0.8172096195163067
USA,0.25236799633563445
UZB,0.8825973514120232
VAT,0.005250984674618042
VCT,0.2554610958579939
VEN,0.60580319117647
VGB,0.6937082731822521
VIR,0.14181127759569423
VNM,0.8871123551597371
VUT,0.44168031783857986
WLF,0.20799670214671206
WSM,0.530555587357644
YEM,0.18912345581864587
ZAF,0.0115151260166646
ZMB,0.9873705269799576
ZWE,0.4327959286464934
